Time [s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
49105	0.05	-0.18	0	-50.522	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1029	10.35	0.02	-0.012	0	-0.0147	36.6	0.03	0.019	0	0.1284	1.9	239.93	0.024	5	85.2699	20175.7
49110	0.05	-0.19	0	-50.523	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1034	10.35	0.02	-0.012	0	-0.0147	36.6	0.03	0.02	0	0.1284	1.9	239.93	0.024	5	85.2699	20175.8
49115	0.05	-0.18	0	-50.523	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.333	4.3	1.1038	10.36	0.02	-0.012	0	-0.0147	36.6	0.03	0.02	0	0.1285	1.9	239.77	0.024	5	85.2699	20175.8
49120	0.05	-0.18	0	-50.523	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.333	4.3	1.1043	10.37	0.02	-0.012	0	-0.0148	36.6	0.03	0.019	0	0.1285	1.9	240.03	0.024	5	85.27	20175.8
49125	0.05	-0.18	0	-50.523	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.333	4.3	1.1048	10.37	0.02	-0.012	0	-0.0148	36.6	0.03	0.019	0	0.1285	1.9	240.13	0.024	5	85.27	20175.8
49130	0.06	-0.18	0	-50.524	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.333	4.3	1.1052	10.38	0.03	-0.012	0	-0.0148	36.6	0.03	0.019	0	0.1285	1.9	239.91	0.024	5	85.27	20175.8
49135	0.05	-0.18	0	-50.524	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.352	4.6	1.1057	10.38	0.02	-0.012	0	-0.0148	36.6	0.03	0.02	0	0.1286	1.9	239.91	0.024	5	85.27	20175.8
49140	0.05	-0.18	0	-50.524	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.333	4.3	1.1062	10.39	0.02	-0.012	0	-0.0148	36.6	0.03	0.019	0	0.1286	1.9	240.07	0.024	5	85.2701	20175.8
49145	0.05	-0.18	0	-50.524	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1066	10.4	0.02	-0.012	0	-0.0148	36.6	0.03	0.019	0	0.1286	1.9	240.12	0.024	5	85.2701	20175.8
49150	0.05	-0.18	0	-50.525	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1071	10.4	0.02	-0.012	0	-0.0149	36.6	0.03	0.019	0	0.1287	1.9	239.85	0.024	5	85.2701	20175.8
49155	0.06	-0.18	0	-50.525	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1076	10.41	0.02	-0.012	0	-0.0149	36.6	0.03	0.019	0	0.1287	1.9	239.86	0.024	5	85.2702	20175.8
49160	0.05	-0.18	0	-50.525	-18480	12.997	-0.02	-0.3	39.899	593.65	12.997	0.332	4.3	1.108	10.41	0.02	-0.012	0	-0.0149	36.6	0.03	0.02	0	0.1287	1.9	240.19	0.024	5	85.2702	20175.8
49165	0.05	-0.18	0	-50.525	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1085	10.42	0.02	-0.012	0	-0.0149	36.6	0.03	0.02	0	0.1287	1.9	239.98	0.024	5	85.2702	20175.8
49170	0.06	-0.18	0	-50.526	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.331	4.3	1.109	10.43	0.02	-0.012	0	-0.0149	36.6	0.04	0.019	0	0.1288	1.9	239.79	0.024	5	85.2703	20175.8
49175	0.05	-0.18	0	-50.526	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1094	10.43	0.02	-0.012	0	-0.0149	36.6	0.04	0.019	0	0.1288	1.9	239.88	0.024	5	85.2703	20175.8
49180	0.06	-0.18	0	-50.526	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1099	10.44	0.02	-0.012	0	-0.015	36.6	0.03	0.019	0	0.1288	1.9	239.87	0.024	5	85.2703	20175.8
49185	0.05	-0.18	0	-50.526	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1103	10.44	0.02	-0.012	0	-0.015	36.6	0.03	0.019	0	0.1288	1.9	239.87	0.024	5	85.2704	20175.9
49190	0.05	-0.18	0	-50.527	-18480	12.997	-0.02	-0.3	39.899	593.65	12.996	0.332	4.3	1.1108	10.45	0.02	-0.012	0	-0.015	36.6	0.03	0.019	0	0.1289	1.9	239.64	0.024	5	85.2704	20175.9
49195	0.06	-0.18	0	-50.527	-18480	12.996	-0.02	-0.3	39.899	593.65	12.995	0.332	4.3	1.1113	10.46	0.02	-0.012	0	-0.015	36.6	0.03	0.019	0	0.1289	1.9	239.65	0.024	5	85.2705	20175.9
49200	0.05	-0.18	0	-50.527	-18480	12.996	-0.03	-0.3	39.899	593.65	12.996	0.333	4.3	1.1118	10.46	0.02	-0.012	0	-0.015	36.6	0.03	0.019	0	0.1289	1.9	239.75	0.024	5	85.2705	20175.9
49205	0.05	-0.18	0	-50.527	-18480	12.996	-0.02	-0.3	39.899	593.64	12.996	0.331	4.3	1.1122	10.47	0.01	-0.012	0	-0.015	36.6	0.03	0.019	0	0.1289	1.9	239.86	0.024	5	85.2705	20175.9
49210	0.05	-0.18	0	-50.528	-18480	12.996	-0.02	-0.3	39.899	593.64	12.996	0.333	4.3	1.1127	10.48	0.02	-0.012	0	-0.0151	36.6	0.03	0.019	0	0.129	1.9	239.62	0.024	5	85.2706	20175.9
49215	0.05	-0.18	0	-50.528	-18480	12.996	-0.03	-0.3	39.899	593.64	12.996	0.332	4.3	1.1132	10.48	0.02	-0.012	0	-0.0151	36.6	0.03	0.019	0	0.129	1.9	239.86	0.024	5	85.2706	20175.9
49220	0.05	-0.18	0	-50.528	-18480	12.996	-0.02	-0.3	39.899	593.64	12.996	0.332	4.3	1.1136	10.49	0.02	-0.013	0	-0.0151	36.6	0.03	0.019	0	0.129	1.9	240.05	0.024	5	85.2706	20175.9
49225	0.05	-0.19	0	-50.528	-18480	12.996	-0.03	-0.3	39.899	593.64	12.996	0.332	4.3	1.1141	10.49	0.02	-0.012	0	-0.0151	36.6	0.03	0.019	0	0.1291	1.9	239.93	0.024	5	85.2707	20175.9
49230	0.05	-0.18	0	-50.529	-18480	12.996	-0.03	-0.3	39.898	593.64	12.996	0.332	4.3	1.1145	10.5	0.02	-0.012	0	-0.0151	36.6	0.02	0.02	0	0.1291	1.9	239.58	0.024	5	85.2707	20175.9
49235	0.05	-0.18	0	-50.529	-18480	12.996	-0.03	-0.4	39.898	593.64	12.996	0.332	4.3	1.115	10.51	0.03	-0.012	0	-0.0151	36.6	0.03	0.019	0	0.1291	1.9	239.94	0.024	5	85.2707	20175.9
49240	0.05	-0.18	0	-50.529	-18480	12.996	-0.03	-0.3	39.898	593.64	12.996	0.349	4.5	1.1155	10.51	0.02	-0.012	0	-0.0152	36.6	0.03	0.02	0	0.1291	1.9	239.92	0.024	5	85.2708	20175.9
49245	0.05	-0.18	0	-50.529	-18480	12.996	-0.03	-0.4	39.898	593.64	12.996	0.332	4.3	1.1159	10.52	0.02	-0.012	0	-0.0152	36.6	0.03	0.019	0	0.1292	1.9	239.82	0.024	5	85.2708	20175.9
49250	0.05	-0.18	0	-50.53	-18480	12.996	-0.02	-0.3	39.898	593.64	12.996	0.332	4.3	1.1164	10.52	0.03	-0.012	0	-0.0152	36.6	0.03	0.019	0	0.1292	1.9	239.67	0.024	5	85.2708	20175.9
49255	0.06	-0.18	0	-50.53	-18480	12.997	-0.03	-0.3	39.898	593.64	12.996	0.332	4.3	1.1169	10.53	0.02	-0.012	0	-0.0152	36.6	0.03	0.019	0	0.1292	1.9	239.88	0.024	5	85.2709	20176
49260	0.05	-0.18	0	-50.53	-18480	12.997	-0.02	-0.3	39.898	593.64	12.996	0.331	4.3	1.1173	10.54	0.03	-0.012	0	-0.0152	36.6	0.03	0.019	0	0.1292	1.9	240.11	0.024	5	85.2709	20176
49265	0.06	-0.18	0	-50.53	-18480	12.997	-0.03	-0.3	39.898	593.64	12.996	0.331	4.3	1.1178	10.54	0.02	-0.012	0	-0.0153	36.6	0.03	0.02	0	0.1293	1.9	239.95	0.024	5	85.2709	20176
49270	0.05	-0.18	0	-50.531	-18480	12.996	-0.03	-0.3	39.898	593.64	12.996	0.332	4.3	1.1182	10.55	0.03	-0.012	0	-0.0153	36.6	0.03	0.019	0	0.1293	1.9	239.95	0.024	5	85.2709	20176
49275	0.05	-0.18	0	-50.531	-18480	12.997	-0.03	-0.3	39.898	593.64	12.996	0.331	4.3	1.1187	10.55	0.03	-0.012	0	-0.0153	36.6	0.04	0.019	0	0.1293	1.9	240.09	0.024	5	85.271	20176
49280	0.05	-0.19	0	-50.531	-18480	12.997	-0.03	-0.4	39.898	593.64	12.996	0.331	4.3	1.1192	10.56	0.03	-0.012	0	-0.0153	36.6	0.03	0.019	0	0.1294	1.9	240.19	0.024	5	85.271	20176
49285	0.05	-0.18	0	-50.531	-18480	12.996	-0.02	-0.3	39.898	593.64	12.996	0.331	4.3	1.1196	10.57	0.03	-0.012	0	-0.0153	36.6	0.04	0.019	0	0.1294	1.9	240.01	0.024	5	85.2711	20176
49290	0.05	-0.18	0	-50.532	-18480	12.996	-0.03	-0.3	39.898	593.64	12.995	0.344	4.5	1.1201	10.57	0.03	-0.012	0	-0.0153	36.6	0.03	0.019	0	0.1294	1.9	240.01	0.024	5	85.2711	20176
49295	0.06	-0.18	0	-50.532	-18480	12.996	-0.02	-0.3	39.898	593.64	12.996	0.331	4.3	1.1206	10.58	0.03	-0.012	0	-0.0154	36.6	0.03	0.019	0	0.1294	1.9	240.01	0.024	5	85.2711	20176
49300	0.06	-0.18	0	-50.532	-18480	12.996	-0.03	-0.3	39.898	593.64	12.996	0.331	4.3	1.121	10.58	0.03	-0.012	0	-0.0154	36.6	0.03	0.019	0	0.1295	1.9	240.11	0.024	5	85.2712	20176
49305	0.06	-0.18	0	-50.532	-18480	12.996	-0.03	-0.3	39.898	593.64	12.996	0.332	4.3	1.1215	10.59	0.04	-0.012	0	-0.0154	36.6	0.03	0.019	0	0.1295	1.9	239.84	0.024	5	85.2712	20176
49310	0.05	-0.18	0	-50.533	-18480	12.996	-0.02	-0.3	39.898	593.64	12.996	0.332	4.3	1.1219	10.6	0.03	-0.012	0	-0.0154	36.6	0.03	0.019	0	0.1295	1.9	239.88	0.024	5	85.2712	20176
49315	0.05	-0.19	0	-50.533	-18480	12.997	-0.03	-0.3	39.898	593.63	12.996	0.33	4.3	1.1224	10.6	0.03	-0.012	0	-0.0154	36.6	0.03	0.019	0	0.1295	1.9	240.04	0.024	5	85.2713	20176
49320	0.05	-0.18	0	-50.533	-18480	12.996	-0.03	-0.3	39.898	593.63	12.996	0.332	4.3	1.1229	10.61	0.04	-0.012	0	-0.0154	36.6	0.03	0.019	0	0.1296	1.9	239.95	0.024	5	85.2713	20176
49325	0.05	-0.18	0	-50.534	-18480	12.996	-0.03	-0.3	39.898	593.63	12.996	0.331	4.3	1.1233	10.61	0.03	-0.012	0	-0.0155	36.6	0.03	0.019	0	0.1296	1.9	239.92	0.024	5	85.2713	20176
49330	0.05	-0.18	0	-50.534	-18480	12.997	-0.02	-0.3	39.898	593.63	12.996	0.331	4.3	1.1238	10.62	0.03	-0.012	0	-0.0155	36.6	0.03	0.019	0	0.1296	1.9	239.87	0.024	5	85.2714	20176.1
49335	0.06	-0.18	0	-50.534	-18480	12.997	-0.02	-0.3	39.898	593.63	12.996	0.332	4.3	1.1243	10.63	0.03	-0.012	0	-0.0155	36.6	0.03	0.019	0	0.1296	1.9	239.94	0.024	5	85.2714	20176.1
49340	0.05	-0.18	0	-50.534	-18480	12.996	-0.02	-0.3	39.898	593.63	12.996	0.332	4.3	1.1247	10.63	0.02	-0.012	0	-0.0155	36.6	0.03	0.019	0	0.1297	1.9	239.98	0.024	5	85.2714	20176.1
49345	0.06	-0.18	0	-50.535	-18480	12.996	-0.02	-0.3	39.898	593.63	12.996	0.332	4.3	1.1252	10.64	0.03	-0.012	0	-0.0155	36.6	0.03	0.019	0	0.1297	1.9	239.81	0.024	5	85.2715	20176.1
49350	0.06	-0.18	0	-50.535	-18480	12.996	-0.02	-0.3	39.898	593.63	12.996	0.33	4.3	1.1256	10.64	0.03	-0.012	0	-0.0155	36.6	0.03	0.019	0	0.1297	1.9	239.93	0.024	5	85.2715	20176.1
49355	0.05	-0.18	0	-50.535	-18480	12.996	-0.02	-0.3	39.898	593.63	12.996	0.332	4.3	1.1261	10.65	0.03	-0.012	0	-0.0156	36.6	0.03	0.019	0	0.1298	1.9	240.09	0.024	5	85.2715	20176.1
49360	0.05	-0.19	0	-50.535	-18480	12.996	-0.02	-0.3	39.898	593.63	12.996	0.331	4.3	1.1266	10.66	0.03	-0.012	0	-0.0156	36.6	0.03	0.019	0	0.1298	1.9	239.87	0.024	5	85.2716	20176.1
49365	0.05	-0.18	0	-50.536	-18480	12.996	-0.02	-0.3	39.898	593.63	12.996	0.331	4.3	1.127	10.66	0.03	-0.012	0	-0.0156	36.6	0.03	0.019	0	0.1298	1.9	239.79	0.024	5	85.2716	20176.1
49370	0.05	-0.18	0	-50.536	-18480	12.996	-0.02	-0.3	39.897	593.63	12.996	0.331	4.3	1.1275	10.67	0.03	-0.012	0	-0.0156	36.6	0.04	0.019	0	0.1298	1.9	239.98	0.024	5	85.2716	20176.1
49375	0.05	-0.18	0	-50.536	-18480	12.996	-0.02	-0.3	39.897	593.63	12.996	0.33	4.3	1.1279	10.67	0.03	-0.012	0	-0.0156	36.6	0.03	0.019	0	0.1299	1.9	239.86	0.024	5	85.2717	20176.1
49380	0.05	-0.19	0	-50.536	-18480	12.996	-0.02	-0.3	39.897	593.63	12.996	0.33	4.3	1.1284	10.68	0.03	-0.012	0	-0.0156	36.6	0.02	0.019	0	0.1299	1.9	239.71	0.024	5	85.2717	20176.1
49385	0.05	-0.19	0	-50.537	-18480	12.996	-0.02	-0.3	39.897	593.63	12.996	0.33	4.3	1.1289	10.69	0.03	-0.012	0	-0.0157	36.6	0.03	0.019	0	0.1299	1.9	240	0.024	5	85.2717	20176.1
49390	0.05	-0.19	0	-50.537	-18480	12.996	-0.03	-0.3	39.897	593.63	12.996	0.331	4.3	1.1293	10.69	0.03	-0.012	0	-0.0157	36.6	0.03	0.02	0	0.1299	1.9	240.1	0.024	5	85.2718	20176.1
49395	0.05	-0.19	0	-50.537	-18480	12.996	-0.02	-0.3	39.897	593.63	12.996	0.331	4.3	1.1298	10.7	0.03	-0.012	0	-0.0157	36.6	0.03	0.019	0	0.13	1.9	239.93	0.024	5	85.2718	20176.1
49400	0.05	-0.18	0	-50.537	-18480	12.996	-0.02	-0.3	39.897	593.63	12.995	0.354	4.6	1.1303	10.7	0.03	-0.012	0	-0.0157	36.6	0.03	0.019	0	0.13	1.9	239.94	0.024	5	85.2718	20176.2
49405	0.05	-0.18	0	-50.538	-18480	12.996	-0.03	-0.4	39.897	593.63	12.995	0.331	4.3	1.1307	10.71	0.03	-0.012	0	-0.0157	36.6	0.03	0.019	0	0.13	1.9	240.07	0.024	5	85.2719	20176.2
49410	0.05	-0.19	0	-50.538	-18480	12.996	-0.03	-0.3	39.897	593.63	12.995	0.331	4.3	1.1312	10.72	0.03	-0.012	0	-0.0157	36.6	0.03	0.019	0	0.13	1.9	240.07	0.024	5	85.2719	20176.2
49415	0.05	-0.18	0	-50.538	-18480	12.996	-0.02	-0.3	39.897	593.63	12.995	0.33	4.3	1.1316	10.72	0.03	-0.012	0	-0.0158	36.6	0.04	0.019	0	0.1301	1.9	239.97	0.024	5	85.2719	20176.2
49420	0.05	-0.18	0	-50.538	-18480	12.996	-0.02	-0.3	39.897	593.63	12.996	0.33	4.3	1.1321	10.73	0.03	-0.012	0	-0.0158	36.6	0.04	0.019	0	0.1301	1.9	239.85	0.024	5	85.272	20176.2
49425	0.05	-0.18	0	-50.539	-18480	12.996	-0.02	-0.3	39.897	593.63	12.996	0.331	4.3	1.1326	10.73	0.02	-0.012	0	-0.0158	36.6	0.03	0.019	0	0.1301	1.9	240.02	0.024	5	85.272	20176.2
49430	0.05	-0.18	0	-50.539	-18480	12.996	-0.02	-0.3	39.897	593.62	12.996	0.331	4.3	1.133	10.74	0.02	-0.012	0	-0.0158	36.6	0.03	0.02	0	0.1302	1.9	239.92	0.024	5	85.272	20176.2
49435	0.05	-0.18	0	-50.539	-18480	12.996	-0.03	-0.3	39.897	593.62	12.996	0.331	4.3	1.1335	10.75	0.03	-0.012	0	-0.0158	36.6	0.03	0.02	0	0.1302	1.9	239.67	0.024	5	85.2721	20176.2
49440	0.05	-0.19	0	-50.539	-18480	12.996	-0.02	-0.3	39.897	593.62	12.995	0.331	4.3	1.134	10.75	0.03	-0.012	0	-0.0158	36.6	0.03	0.02	0	0.1302	1.9	239.86	0.024	5	85.2721	20176.2
49445	0.05	-0.19	0	-50.54	-18480	12.996	-0.02	-0.3	39.897	593.62	12.996	0.331	4.3	1.1344	10.76	0.03	-0.012	0	-0.0159	36.6	0.03	0.02	0	0.1302	1.9	240.1	0.024	5	85.2721	20176.2
49450	0.05	-0.18	0	-50.54	-18480	12.996	-0.03	-0.3	39.897	593.62	12.995	0.331	4.3	1.1349	10.76	0.02	-0.012	0	-0.0159	36.6	0.03	0.02	0	0.1303	1.9	239.85	0.024	5	85.2722	20176.2
49455	0.05	-0.18	0	-50.54	-18480	12.996	-0.02	-0.3	39.897	593.62	12.996	0.336	4.4	1.1353	10.77	0.02	-0.012	0	-0.0159	36.6	0.03	0.019	0	0.1303	1.9	239.78	0.024	5	85.2722	20176.2
49460	0.05	-0.18	0	-50.54	-18480	12.996	-0.02	-0.3	39.897	593.62	12.996	0.33	4.3	1.1358	10.78	0.03	-0.012	0	-0.0159	36.6	0.03	0.019	0	0.1303	1.9	239.8	0.024	5	85.2722	20176.2
49465	0.05	-0.18	0	-50.541	-18480	12.996	-0.02	-0.3	39.897	593.62	12.996	0.33	4.3	1.1363	10.78	0.02	-0.012	0	-0.0159	36.6	0.03	0.019	0	0.1303	1.9	239.9	0.024	5	85.2723	20176.2
49470	0.05	-0.18	0	-50.541	-18480	12.996	-0.02	-0.3	39.897	593.62	12.996	0.33	4.3	1.1367	10.79	0.02	-0.012	0	-0.0159	36.6	0.03	0.02	0	0.1304	1.9	239.85	0.024	5	85.2723	20176.2
49475	0.05	-0.19	0	-50.541	-18480	12.996	-0.02	-0.3	39.897	593.62	12.995	0.33	4.3	1.1372	10.79	0.02	-0.012	0	-0.016	36.6	0.02	0.019	0	0.1304	1.9	239.62	0.024	5	85.2723	20176.3
49480	0.05	-0.18	0	-50.541	-18480	12.996	-0.03	-0.3	39.897	593.62	12.996	0.33	4.3	1.1376	10.8	0.02	-0.012	0	-0.016	36.6	0.03	0.019	0	0.1304	1.9	239.79	0.024	5	85.2724	20176.3
49485	0.05	-0.19	0	-50.542	-18480	12.996	-0.03	-0.3	39.897	593.62	12.996	0.33	4.3	1.1381	10.81	0.03	-0.012	0	-0.016	36.6	0.03	0.019	0	0.1305	1.9	239.76	0.024	5	85.2724	20176.3
49490	0.05	-0.19	0	-50.542	-18480	12.996	-0.03	-0.3	39.897	593.62	12.996	0.329	4.3	1.1386	10.81	0.02	-0.013	0	-0.016	36.6	0.03	0.019	0	0.1305	1.9	239.75	0.024	5	85.2724	20176.3
49495	0.04	-0.19	0	-50.542	-18480	12.996	-0.03	-0.3	39.897	593.62	12.996	0.33	4.3	1.139	10.82	0.02	-0.012	0	-0.016	36.6	0.03	0.019	0	0.1305	1.9	239.8	0.024	5	85.2725	20176.3
49500	0.05	-0.19	0	-50.542	-18480	12.996	-0.03	-0.3	39.897	593.62	12.996	0.331	4.3	1.1395	10.82	0.03	-0.012	0	-0.0161	36.6	0.03	0.019	0	0.1305	1.9	239.74	0.024	5	85.2725	20176.3
49505	0.05	-0.18	0	-50.543	-18480	12.996	-0.03	-0.3	39.897	593.62	12.995	0.344	4.5	1.1399	10.83	0.02	-0.012	0	-0.0161	36.6	0.03	0.019	0	0.1306	1.9	239.78	0.024	5	85.2725	20176.3
49510	0.05	-0.19	0	-50.543	-18480	12.996	-0.03	-0.3	39.897	593.62	12.995	0.33	4.3	1.1404	10.84	0.02	-0.012	0	-0.0161	36.6	0.03	0.019	0	0.1306	1.9	239.85	0.024	5	85.2726	20176.3
49515	0.05	-0.18	0	-50.543	-18480	12.996	-0.03	-0.3	39.897	593.62	12.995	0.331	4.3	1.1409	10.84	0.03	-0.012	0	-0.0161	36.6	0.03	0.019	0	0.1306	1.9	239.6	0.024	5	85.2726	20176.3
49520	0.06	-0.19	0	-50.543	-18480	12.996	-0.02	-0.3	39.896	593.62	12.996	0.33	4.3	1.1413	10.85	0.03	-0.012	0	-0.0161	36.6	0.03	0.019	0	0.1306	1.9	239.85	0.024	5	85.2726	20176.3
49525	0.05	-0.18	0	-50.544	-18480	12.996	-0.02	-0.3	39.896	593.62	12.996	0.33	4.3	1.1418	10.85	0.02	-0.012	0	-0.0161	36.6	0.03	0.019	0	0.1307	1.9	239.88	0.024	5	85.2727	20176.3
49530	0.06	-0.18	0	-50.544	-18480	12.996	-0.03	-0.3	39.896	593.62	12.996	0.33	4.3	1.1422	10.86	0.02	-0.012	0	-0.0162	36.6	0.03	0.019	0	0.1307	1.9	239.65	0.024	5	85.2727	20176.3
49535	0.05	-0.18	0	-50.544	-18480	12.996	-0.02	-0.3	39.896	593.62	12.996	0.329	4.3	1.1427	10.87	0.03	-0.012	0	-0.0162	36.6	0.02	0.019	0	0.1307	1.9	239.66	0.024	5	85.2727	20176.3
49540	0.05	-0.18	0	-50.544	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.33	4.3	1.1432	10.87	0.03	-0.013	0	-0.0162	36.6	0.03	0.019	0	0.1308	1.9	239.92	0.024	5	85.2728	20176.3
49545	0.06	-0.18	0	-50.545	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.331	4.3	1.1436	10.88	0.03	-0.012	0	-0.0162	36.6	0.03	0.019	0	0.1308	1.9	239.92	0.025	5	85.2728	20176.3
49550	0.05	-0.18	0	-50.545	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.331	4.3	1.1441	10.88	0.03	-0.012	0	-0.0162	36.6	0.03	0.019	0	0.1308	1.9	239.64	0.024	5	85.2728	20176.4
49555	0.05	-0.19	0	-50.545	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.33	4.3	1.1446	10.89	0.02	-0.012	0	-0.0162	36.6	0.03	0.019	0	0.1308	1.9	239.6	0.024	5	85.2729	20176.4
49560	0.05	-0.18	0	-50.545	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.357	4.6	1.145	10.9	0.02	-0.012	0	-0.0163	36.6	0.04	0.019	0	0.1309	1.9	239.9	0.024	5	85.2729	20176.4
49565	0.05	-0.18	0	-50.546	-18480	12.996	-0.02	-0.3	39.896	593.61	12.996	0.331	4.3	1.1455	10.9	0.02	-0.012	0	-0.0163	36.6	0.03	0.019	0	0.1309	1.9	239.99	0.024	5	85.2729	20176.4
49570	0.05	-0.18	0	-50.546	-18480	12.996	-0.02	-0.3	39.896	593.61	12.996	0.33	4.3	1.1459	10.91	0.02	-0.012	0	-0.0163	36.6	0.03	0.019	0	0.1309	1.9	239.72	0.024	5	85.273	20176.4
49575	0.06	-0.18	0	-50.546	-18480	12.996	-0.03	-0.3	39.896	593.61	12.995	0.33	4.3	1.1464	10.91	0.02	-0.012	0	-0.0163	36.6	0.03	0.019	0	0.1309	1.9	239.85	0.024	5	85.273	20176.4
49580	0.05	-0.18	0	-50.547	-18480	12.996	-0.03	-0.3	39.896	593.61	12.995	0.331	4.3	1.1469	10.92	0.02	-0.013	0	-0.0163	36.6	0.03	0.019	0	0.131	1.9	239.73	0.024	5	85.273	20176.4
49585	0.05	-0.18	0	-50.547	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.331	4.3	1.1473	10.93	0.02	-0.013	0	-0.0163	36.6	0.03	0.019	0	0.131	1.9	239.91	0.024	5	85.2731	20176.4
49590	0.05	-0.18	0	-50.547	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.33	4.3	1.1478	10.93	0.03	-0.013	0	-0.0164	36.6	0.03	0.019	0	0.131	1.9	239.68	0.024	5	85.2731	20176.4
49595	0.06	-0.18	0	-50.547	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.33	4.3	1.1482	10.94	0.02	-0.012	0	-0.0164	36.6	0.03	0.019	0	0.131	1.9	239.69	0.024	5	85.2731	20176.4
49600	0.06	-0.18	0	-50.548	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.33	4.3	1.1487	10.94	0.02	-0.012	0	-0.0164	36.6	0.03	0.019	0	0.1311	1.9	239.93	0.024	5	85.2732	20176.4
49605	0.06	-0.18	0	-50.548	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.332	4.3	1.1492	10.95	0.02	-0.012	0	-0.0164	36.6	0.03	0.019	0	0.1311	1.9	239.95	0.024	5	85.2732	20176.4
49610	0.05	-0.18	0	-50.548	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.331	4.3	1.1496	10.96	0.02	-0.012	0	-0.0164	36.6	0.03	0.019	0	0.1311	1.9	239.62	0.024	5	85.2732	20176.4
49615	0.06	-0.18	0	-50.548	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.351	4.6	1.1501	10.96	0.02	-0.012	0	-0.0164	36.6	0.03	0.019	0	0.1312	1.9	239.68	0.024	5	85.2733	20176.4
49620	0.06	-0.18	0	-50.549	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.329	4.3	1.1505	10.97	0.02	-0.012	0	-0.0165	36.6	0.02	0.019	0	0.1312	1.9	239.74	0.024	5	85.2733	20176.5
49625	0.06	-0.18	0	-50.549	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.331	4.3	1.151	10.97	0.01	-0.012	0	-0.0165	36.6	0.03	0.019	0	0.1312	1.9	239.91	0.025	5	85.2733	20176.5
49630	0.05	-0.19	0	-50.549	-18480	12.996	-0.02	-0.3	39.896	593.61	12.996	0.33	4.3	1.1515	10.98	0.02	-0.012	0	-0.0165	36.6	0.03	0.019	0	0.1312	1.9	239.64	0.024	5	85.2734	20176.5
