Time [s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
2905	370.89	-17.14	-6360	-14.066	-5024	14.872	9.41	140	7.288	108.38	14.872	-0.792	-11.8	-0.7498	-11.34	370.86	0.019	7	0.0172	6.1	370.9	0.002	1	0.0017	0.6	236.93	28.953	6856	23.0222	5450
2910	370.91	-17.01	-6310	-14.09	-5032	14.869	9.33	138.8	7.301	108.58	14.868	-0.722	-10.7	-0.7508	-11.35	370.87	0.02	7	0.0172	6.1	370.9	0.003	1	0.0017	0.6	236.55	29.018	6860	23.0624	5459.5
2915	370.94	-17.17	-6370	-14.114	-5041	14.871	9.43	140.2	7.314	108.77	14.87	-0.779	-11.6	-0.7519	-11.37	370.89	0.018	7	0.0172	6.1	370.94	0.002	1	0.0017	0.6	236.82	28.99	6861	23.1027	5469.1
2920	370.95	-16.99	-6300	-14.137	-5050	14.871	9.34	138.9	7.327	108.97	14.87	-0.717	-10.7	-0.753	-11.39	370.93	0.02	7	0.0172	6.1	370.96	0.003	1	0.0017	0.6	236.69	29.039	6869	23.1429	5478.6
2925	370.99	-17.21	-6390	-14.161	-5059	14.871	9.38	139.5	7.34	109.16	14.87	-0.775	-11.5	-0.754	-11.4	370.94	0.018	7	0.0173	6.1	370.99	0.002	1	0.0017	0.6	237.07	28.964	6862	23.1831	5488.1
2930	370.99	-16.87	-6260	-14.185	-5067	14.87	9.42	140.1	7.353	109.35	14.869	-0.76	-11.3	-0.7551	-11.42	370.97	0.019	7	0.0173	6.1	370.99	0.002	1	0.0017	0.6	236.6	28.917	6837	23.2233	5497.6
2935	371.04	-17.27	-6410	-14.208	-5076	14.869	9.32	138.6	7.366	109.55	14.868	-0.703	-10.5	-0.7561	-11.43	370.98	0.019	7	0.0173	6.1	371.05	0.002	1	0.0017	0.6	237.01	29.015	6873	23.2635	5507.1
2940	371.05	-17.12	-6350	-14.232	-5085	14.87	9.41	139.9	7.379	109.74	14.869	-0.743	-11.1	-0.7572	-11.45	371.02	0.019	7	0.0173	6.1	371.04	0.002	1	0.0017	0.6	236.83	28.905	6841	23.3037	5516.7
2945	371.08	-17.1	-6350	-14.256	-5094	14.87	9.36	139.1	7.392	109.94	14.869	-0.761	-11.3	-0.7582	-11.46	371.03	0.018	7	0.0174	6.1	371.08	0.003	1	0.0017	0.6	237.07	28.963	6862	23.344	5526.2
2950	371.09	-16.94	-6290	-14.279	-5103	14.869	9.38	139.5	7.405	110.13	14.868	-0.744	-11.1	-0.7593	-11.48	371.07	0.019	7	0.0174	6.1	371.1	0.002	1	0.0017	0.6	236.7	29.006	6862	23.3842	5535.7
2955	371.14	-17.22	-6390	-14.303	-5111	14.871	9.35	139.1	7.419	110.32	14.87	-0.751	-11.2	-0.7604	-11.5	371.07	0.019	7	0.0174	6.2	371.14	0.002	1	0.0017	0.6	236.87	29.004	6866	23.4244	5545.2
2960	371.14	-17.12	-6350	-14.327	-5120	14.869	9.4	139.7	7.432	110.52	14.869	-0.736	-10.9	-0.7614	-11.51	371.12	0.019	7	0.0174	6.2	371.14	0.002	1	0.0017	0.6	236.81	28.944	6850	23.4646	5554.8
2965	371.18	-17.13	-6360	-14.351	-5129	14.87	9.34	138.9	7.444	110.71	14.869	-0.76	-11.3	-0.7625	-11.53	371.13	0.018	7	0.0175	6.2	371.17	0.003	1	0.0018	0.6	236.95	29.022	6872	23.5049	5564.3
2970	371.2	-17.06	-6330	-14.374	-5138	14.869	9.39	139.7	7.458	110.91	14.868	-0.752	-11.2	-0.7635	-11.54	371.16	0.018	7	0.0175	6.2	371.21	0.002	1	0.0018	0.6	236.69	29.028	6867	23.5451	5573.8
2975	371.23	-17.02	-6320	-14.398	-5147	14.871	9.37	139.3	7.471	111.1	14.87	-0.755	-11.2	-0.7646	-11.56	371.19	0.02	7	0.0175	6.2	371.22	0.003	1	0.0018	0.6	236.83	29.006	6865	23.5853	5583.3
2980	371.26	-17.17	-6370	-14.422	-5156	14.872	9.4	139.9	7.484	111.29	14.871	-0.776	-11.5	-0.7656	-11.57	371.2	0.018	7	0.0175	6.2	371.26	0.002	1	0.0018	0.7	236.77	28.944	6849	23.6255	5592.9
2985	371.26	-17.03	-6320	-14.445	-5164	14.869	9.35	139.1	7.497	111.49	14.869	-0.728	-10.8	-0.7666	-11.59	371.21	0.019	7	0.0176	6.2	371.26	0.002	1	0.0018	0.7	236.91	28.928	6849	23.6654	5602.3
2990	371.29	-17	-6310	-14.469	-5173	14.873	9.37	139.4	7.51	111.68	14.872	-0.766	-11.4	-0.7677	-11.61	371.24	0.018	7	0.0176	6.2	371.28	0.002	1	0.0018	0.7	236.59	28.99	6855	23.7059	5611.9
2995	371.32	-17.14	-6370	-14.493	-5182	14.869	9.41	139.9	7.523	111.87	14.868	-0.737	-11	-0.7688	-11.62	371.28	0.018	7	0.0176	6.2	371.33	0.002	1	0.0018	0.7	236.8	28.978	6858	23.7461	5621.4
3000	371.33	-16.94	-6290	-14.516	-5191	14.871	9.38	139.5	7.536	112.07	14.869	-0.799	-11.9	-0.7698	-11.64	371.31	0.02	7	0.0177	6.2	371.33	0.002	1	0.0018	0.7	236.71	28.917	6841	23.7863	5630.9
3005	371.36	-17.05	-6330	-14.54	-5199	14.871	9.4	139.8	7.549	112.26	14.87	-0.776	-11.5	-0.7708	-11.65	371.31	0.018	7	0.0177	6.3	371.36	0.002	1	0.0018	0.7	237.03	28.938	6855	23.8264	5640.4
3010	371.38	-17.06	-6340	-14.564	-5208	14.871	9.34	138.9	7.562	112.45	14.87	-0.739	-11	-0.7719	-11.67	371.36	0.019	7	0.0177	6.3	371.4	0.002	1	0.0018	0.7	236.76	28.899	6838	23.8666	5649.9
3015	371.4	-16.98	-6310	-14.587	-5217	14.869	9.36	139.2	7.575	112.65	14.868	-0.711	-10.6	-0.7729	-11.68	371.37	0.019	7	0.0177	6.3	371.39	0.002	1	0.0018	0.7	236.89	28.94	6851	23.9067	5659.4
3020	371.44	-17.19	-6390	-14.611	-5226	14.87	9.32	138.7	7.588	112.84	14.869	-0.727	-10.8	-0.774	-11.7	371.39	0.018	7	0.0178	6.3	371.44	0.002	1	0.0018	0.7	236.8	29.01	6865	23.9469	5668.9
3025	371.44	-16.85	-6260	-14.635	-5235	14.871	9.42	140	7.601	113.03	14.869	-0.755	-11.2	-0.775	-11.71	371.42	0.019	7	0.0178	6.3	371.45	0.002	1	0.0018	0.7	237.02	28.881	6841	23.987	5678.5
3030	371.49	-17.18	-6380	-14.658	-5243	14.87	9.34	138.9	7.614	113.23	14.869	-0.737	-11	-0.776	-11.73	371.44	0.018	7	0.0178	6.3	371.48	0.002	1	0.0018	0.7	236.75	28.973	6855	24.0272	5688
3035	371.48	-16.85	-6260	-14.682	-5252	14.869	9.36	139.2	7.627	113.42	14.868	-0.712	-10.6	-0.7771	-11.74	371.46	0.018	7	0.0178	6.3	371.49	0.002	1	0.0018	0.7	236.92	28.833	6827	24.0673	5697.5
3040	371.52	-17.05	-6340	-14.705	-5261	14.87	9.34	138.9	7.64	113.62	14.869	-0.742	-11	-0.7781	-11.76	371.47	0.019	7	0.0179	6.3	371.51	0.002	1	0.0018	0.7	236.86	28.855	6830	24.1074	5707
3045	371.56	-17.18	-6380	-14.729	-5270	14.87	9.38	139.5	7.653	113.81	14.869	-0.727	-10.8	-0.7792	-11.78	371.5	0.018	7	0.0179	6.3	371.55	0.002	1	0.0018	0.7	237.06	28.828	6829	24.1476	5716.5
3050	371.55	-16.86	-6260	-14.753	-5278	14.872	9.38	139.5	7.666	114	14.871	-0.793	-11.8	-0.7802	-11.79	371.53	0.019	7	0.0179	6.3	371.57	0.002	1	0.0018	0.7	236.73	28.983	6857	24.1878	5726
3055	371.61	-17.2	-6390	-14.776	-5287	14.872	9.37	139.4	7.679	114.2	14.871	-0.774	-11.5	-0.7812	-11.81	371.54	0.019	7	0.0179	6.4	371.6	0.002	1	0.0018	0.7	236.93	28.972	6860	24.228	5735.5
3060	371.6	-16.9	-6280	-14.8	-5296	14.87	9.35	139	7.692	114.39	14.869	-0.724	-10.8	-0.7823	-11.82	371.59	0.018	7	0.018	6.4	371.61	0.002	1	0.0018	0.7	236.86	29.001	6865	24.2681	5745
3065	371.62	-16.84	-6260	-14.824	-5305	14.87	9.32	138.5	7.705	114.58	14.869	-0.702	-10.4	-0.7833	-11.84	371.59	0.019	7	0.018	6.4	371.63	0.002	1	0.0018	0.7	236.88	28.929	6848	24.3083	5754.5
3070	371.67	-17.13	-6370	-14.847	-5314	14.87	9.4	139.7	7.718	114.78	14.869	-0.757	-11.3	-0.7843	-11.85	371.61	0.018	7	0.018	6.4	371.66	0.002	1	0.0018	0.7	236.59	28.89	6831	24.3487	5764.1
3075	371.67	-16.94	-6300	-14.871	-5322	14.87	9.34	138.9	7.731	114.97	14.869	-0.73	-10.8	-0.7854	-11.87	371.64	0.018	7	0.018	6.4	371.68	0.002	1	0.0018	0.7	236.79	28.869	6832	24.3889	5773.6
3080	371.7	-16.9	-6280	-14.894	-5331	14.87	9.37	139.4	7.744	115.16	14.868	-0.706	-10.5	-0.7864	-11.88	371.68	0.02	7	0.0181	6.4	371.69	0.002	1	0.0018	0.7	236.61	28.98	6853	24.4291	5783.1
3085	371.73	-16.96	-6300	-14.918	-5340	14.87	9.36	139.2	7.757	115.36	14.869	-0.749	-11.1	-0.7874	-11.9	371.68	0.018	7	0.0181	6.4	371.74	0.002	1	0.0018	0.7	236.75	28.992	6860	24.4693	5792.6
3090	371.75	-17.2	-6390	-14.942	-5349	14.87	9.38	139.5	7.77	115.55	14.869	-0.746	-11.1	-0.7884	-11.91	371.72	0.018	7	0.0181	6.4	371.76	0.002	1	0.0018	0.7	236.41	28.959	6842	24.5094	5802.1
3095	371.75	-16.79	-6240	-14.965	-5357	14.87	9.3	138.4	7.783	115.74	14.869	-0.718	-10.7	-0.7895	-11.93	371.73	0.02	7	0.0181	6.4	371.77	0.002	1	0.0018	0.7	236.65	28.907	6837	24.5496	5811.6
3100	371.79	-17.04	-6340	-14.989	-5366	14.87	9.4	139.7	7.796	115.94	14.869	-0.751	-11.2	-0.7905	-11.94	371.75	0.019	7	0.0182	6.4	371.78	0.002	1	0.0018	0.7	236.52	28.891	6829	24.5898	5821.1
3105	371.83	-17.18	-6390	-15.013	-5375	14.87	9.31	138.4	7.809	116.13	14.869	-0.727	-10.8	-0.7915	-11.96	371.78	0.018	7	0.0182	6.4	371.84	0.002	1	0.0018	0.7	236.58	28.993	6855	24.63	5830.6
3110	371.84	-16.99	-6320	-15.036	-5384	14.869	9.36	139.1	7.822	116.32	14.869	-0.727	-10.8	-0.7925	-11.97	371.82	0.019	7	0.0182	6.5	371.85	0.002	1	0.0018	0.7	236.53	28.983	6851	24.6702	5840.2
3115	371.87	-16.91	-6290	-15.06	-5393	14.87	9.33	138.8	7.835	116.52	14.868	-0.744	-11.1	-0.7936	-11.99	371.82	0.019	7	0.0182	6.5	371.86	0.002	1	0.0018	0.7	236.72	28.999	6860	24.7103	5849.7
3120	371.89	-17.19	-6390	-15.083	-5401	14.872	9.34	138.9	7.848	116.71	14.871	-0.72	-10.7	-0.7946	-12	371.84	0.018	7	0.0183	6.5	371.9	0.002	1	0.0018	0.7	236.62	28.939	6843	24.7505	5859.2
3125	371.91	-17.12	-6370	-15.107	-5410	14.87	9.36	139.2	7.861	116.9	14.869	-0.723	-10.8	-0.7956	-12.02	371.89	0.019	7	0.0183	6.5	371.9	0.002	1	0.0018	0.7	236.86	28.992	6863	24.7907	5868.7
3130	371.93	-16.91	-6290	-15.131	-5419	14.871	8	118.9	7.873	117.09	14.87	-0.77	-11.5	-0.7966	-12.04	371.89	0.02	7	0.0183	6.5	371.93	0.001	1	0.0019	0.7	236.61	28.971	6850	24.8309	5878.2
3135	371.97	-17.19	-6400	-15.154	-5428	14.871	7.93	117.9	7.884	117.25	14.87	-0.719	-10.7	-0.7976	-12.05	371.93	0.019	7	0.0184	6.5	371.97	0.002	1	0.0019	0.7	236.79	28.869	6831	24.8711	5887.7
3140	371.99	-16.99	-6320	-15.178	-5437	14.87	7.91	117.6	7.895	117.41	14.869	-0.739	-11	-0.7986	-12.06	371.95	0.02	8	0.0184	6.5	371.98	0.002	1	0.0019	0.7	236.52	29.006	6856	24.9113	5897.2
3145	372	-16.99	-6320	-15.202	-5445	14.871	7.98	118.7	7.906	117.58	14.869	-0.723	-10.7	-0.7996	-12.08	371.96	0.019	7	0.0184	6.5	372.01	0.002	1	0.0019	0.7	236.71	28.897	6836	24.9515	5906.7
3150	372.02	-16.86	-6270	-15.226	-5454	14.87	7.83	116.4	7.917	117.74	14.87	-0.707	-10.5	-0.8006	-12.09	371.98	0.02	7	0.0184	6.5	372.03	0.001	0	0.0019	0.7	236.54	28.948	6843	24.9917	5916.2
3155	372.06	-17.13	-6370	-15.249	-5463	14.871	7.99	118.9	7.928	117.9	14.87	-0.739	-11	-0.8016	-12.11	372.03	0.019	7	0.0185	6.5	372.06	0.002	1	0.0019	0.7	236.68	28.956	6849	25.0319	5925.7
3160	372.08	-17.05	-6350	-15.273	-5472	14.871	7.9	117.5	7.939	118.07	14.87	-0.697	-10.4	-0.8026	-12.12	372.04	0.02	7	0.0185	6.6	372.07	0.002	1	0.0019	0.7	236.49	28.931	6838	25.0721	5935.3
3165	372.09	-16.94	-6310	-15.296	-5481	14.87	7.92	117.8	7.95	118.23	14.869	-0.705	-10.5	-0.8035	-12.14	372.07	0.019	7	0.0185	6.6	372.1	0.002	1	0.0019	0.7	236.8	28.868	6831	25.1123	5944.8
3170	372.12	-16.87	-6280	-15.32	-5490	14.87	7.84	116.6	7.961	118.39	14.869	-0.71	-10.6	-0.8045	-12.15	372.08	0.02	7	0.0185	6.6	372.13	0.002	1	0.0019	0.7	236.4	29.032	6859	25.1525	5954.3
3175	372.15	-17.19	-6400	-15.344	-5498	14.87	7.96	118.4	7.972	118.56	14.869	-0.712	-10.6	-0.8055	-12.17	372.11	0.019	7	0.0186	6.6	372.16	0.001	0	0.0019	0.7	236.77	28.891	6836	25.1927	5963.8
3180	372.16	-16.93	-6300	-15.368	-5507	14.87	7.86	116.9	7.983	118.72	14.869	-0.652	-9.7	-0.8065	-12.18	372.14	0.02	7	0.0186	6.6	372.17	0.001	1	0.0019	0.7	236.73	29.005	6862	25.2329	5973.3
3185	372.2	-17.23	-6420	-15.391	-5516	14.871	7.88	117.2	7.994	118.88	14.87	-0.721	-10.7	-0.8075	-12.2	372.14	0.019	7	0.0186	6.6	372.21	0.001	0	0.0019	0.7	236.9	28.945	6853	25.2732	5982.8
3190	372.22	-17.11	-6370	-15.415	-5525	14.87	7.93	117.9	8.005	119.05	14.869	-0.748	-11.1	-0.8085	-12.21	372.19	0.02	7	0.0186	6.6	372.21	0.001	1	0.0019	0.7	236.72	28.963	6852	25.3134	5992.4
3195	372.23	-16.88	-6280	-15.439	-5534	14.87	7.86	116.8	8.016	119.21	14.869	-0.662	-9.9	-0.8094	-12.23	372.18	0.019	7	0.0187	6.6	372.22	0.001	0	0.0019	0.7	236.8	28.898	6839	25.3535	6001.9
3200	372.27	-17.2	-6400	-15.462	-5542	14.871	7.93	118	8.027	119.37	14.87	-0.691	-10.3	-0.8104	-12.24	372.22	0.019	7	0.0187	6.6	372.27	0.001	0	0.0019	0.7	236.68	28.901	6836	25.3937	6011.4
3205	372.27	-16.8	-6260	-15.486	-5551	14.871	7.9	117.4	8.038	119.54	14.87	-0.716	-10.7	-0.8114	-12.26	372.25	0.02	7	0.0187	6.6	372.28	0.001	0	0.0019	0.7	236.88	28.908	6844	25.4339	6020.9
3210	372.29	-16.87	-6280	-15.51	-5560	14.871	7.93	118	8.049	119.7	14.87	-0.74	-11	-0.8124	-12.27	372.24	0.02	7	0.0188	6.7	372.31	0.001	0	0.0019	0.7	236.86	28.886	6838	25.4741	6030.4
3215	372.33	-17.22	-6410	-15.533	-5569	14.871	7.9	117.4	8.06	119.86	14.869	-0.7	-10.4	-0.8134	-12.28	372.29	0.019	7	0.0188	6.7	372.34	0.001	1	0.0019	0.7	236.85	28.899	6840	25.5143	6039.9
3220	372.33	-16.86	-6280	-15.557	-5578	14.87	7.89	117.4	8.071	120.02	14.869	-0.679	-10.1	-0.8143	-12.3	372.3	0.02	7	0.0188	6.7	372.35	0.002	1	0.0019	0.7	236.7	28.988	6857	25.5545	6049.4
3225	372.39	-17.25	-6420	-15.581	-5586	14.871	7.87	117	8.082	120.19	14.87	-0.711	-10.6	-0.8153	-12.31	372.32	0.02	7	0.0188	6.7	372.38	0.002	1	0.0019	0.7	237.04	28.959	6860	25.5947	6059
3230	372.41	-17.24	-6420	-15.604	-5595	14.87	7.88	117.1	8.093	120.35	14.869	-0.697	-10.4	-0.8163	-12.33	372.36	0.019	7	0.0189	6.7	372.41	0.001	0	0.0019	0.7	236.82	29.001	6864	25.6348	6068.5
3235	372.41	-16.87	-6280	-15.628	-5604	14.871	7.88	117.3	8.104	120.51	14.869	-0.69	-10.3	-0.8173	-12.34	372.38	0.02	8	0.0189	6.7	372.42	0.002	1	0.0019	0.7	237.01	28.99	6867	25.675	6078
3240	372.45	-17.19	-6400	-15.652	-5613	14.87	7.88	117.1	8.115	120.68	14.868	-0.634	-9.4	-0.8182	-12.36	372.39	0.018	7	0.0189	6.7	372.45	0.002	1	0.0019	0.7	236.94	28.981	6862	25.7152	6087.5
3245	372.46	-17.08	-6360	-15.675	-5622	14.87	7.87	117	8.126	120.84	14.868	-0.669	-9.9	-0.8192	-12.37	372.42	0.019	7	0.0189	6.7	372.48	0.001	1	0.0019	0.7	237.06	28.968	6863	25.7554	6097
3250	372.48	-16.9	-6300	-15.699	-5631	14.87	7.83	116.5	8.137	121	14.869	-0.723	-10.8	-0.8202	-12.39	372.45	0.02	7	0.019	6.7	372.47	0.001	0	0.0019	0.7	236.76	28.961	6852	25.7956	6106.6
3255	372.51	-17.02	-6340	-15.723	-5639	14.87	7.92	117.8	8.148	121.17	14.869	-0.697	-10.4	-0.8212	-12.4	372.45	0.019	7	0.019	6.7	372.52	0.002	1	0.0019	0.7	237	28.933	6853	25.8358	6116.1
3260	372.53	-17.14	-6390	-15.746	-5648	14.87	7.89	117.3	8.159	121.33	14.868	-0.671	-10	-0.8221	-12.41	372.49	0.019	7	0.019	6.8	372.54	0.002	1	0.0019	0.7	236.76	28.91	6840	25.876	6125.6
3265	372.53	-16.8	-6260	-15.77	-5657	14.87	7.9	117.4	8.17	121.49	14.869	-0.645	-9.6	-0.8231	-12.43	372.52	0.02	7	0.0191	6.8	372.54	0.002	1	0.0019	0.7	237.07	28.877	6841	25.9162	6135.1
3270	372.58	-17.21	-6410	-15.794	-5666	14.871	7.86	116.9	8.181	121.66	14.871	-0.751	-11.2	-0.8241	-12.44	372.51	0.019	7	0.0191	6.8	372.57	0.002	1	0.0019	0.7	236.83	28.941	6850	25.9563	6144.6
3275	372.61	-17.24	-6420	-15.818	-5675	14.871	7.94	118.1	8.191	121.82	14.87	-0.719	-10.7	-0.825	-12.46	372.56	0.019	7	0.0191	6.8	372.6	0.001	0	0.0019	0.7	236.99	28.944	6855	25.9965	6154.2
3280	372.61	-16.89	-6300	-15.841	-5684	14.871	7.89	117.3	8.202	121.98	14.87	-0.691	-10.3	-0.826	-12.47	372.56	0.02	7	0.0191	6.8	372.61	0.001	1	0.0019	0.7	236.92	28.965	6858	26.0367	6163.7
3285	372.65	-17.18	-6400	-15.865	-5692	14.869	7.88	117.2	8.213	122.15	14.868	-0.65	-9.7	-0.827	-12.49	372.58	0.019	7	0.0192	6.8	372.65	0.001	1	0.0019	0.7	237.11	28.899	6848	26.0769	6173.2
3290	372.66	-17.05	-6350	-15.888	-5701	14.871	7.86	116.9	8.224	122.31	14.871	-0.745	-11.1	-0.8279	-12.5	372.62	0.02	8	0.0192	6.8	372.65	0.002	1	0.0019	0.7	236.87	28.965	6857	26.1171	6182.7
3295	372.7	-17.26	-6430	-15.912	-5710	14.87	7.97	118.6	8.235	122.47	14.868	-0.723	-10.8	-0.8289	-12.52	372.64	0.019	7	0.0192	6.8	372.69	0.002	1	0.0019	0.7	237.14	28.947	6860	26.1573	6192.3
3300	372.7	-16.87	-6290	-15.936	-5719	14.87	7.85	116.8	8.246	122.63	14.869	-0.678	-10.1	-0.8298	-12.53	372.65	0.019	7	0.0192	6.8	372.7	0.002	1	0.0019	0.7	236.91	28.905	6843	26.1973	6201.7
3305	372.72	-17.11	-6380	-15.96	-5728	14.871	7.92	117.8	8.257	122.8	14.87	-0.741	-11	-0.8308	-12.54	372.7	0.019	7	0.0193	6.8	372.74	0.002	1	0.0019	0.7	237.29	28.955	6867	26.2377	6211.3
3310	372.76	-17.1	-6380	-15.983	-5736	14.87	7.85	116.7	8.268	122.96	14.869	-0.707	-10.5	-0.8318	-12.56	372.7	0.02	8	0.0193	6.9	372.75	0.002	1	0.0019	0.7	236.99	28.994	6867	26.278	6220.9
3315	372.78	-17.25	-6430	-16.007	-5745	14.87	7.88	117.2	8.279	123.12	14.869	-0.65	-9.7	-0.8327	-12.57	372.72	0.019	7	0.0193	6.9	372.78	0.002	1	0.0019	0.7	237.17	28.945	6861	26.3182	6230.4
3320	372.77	-16.83	-6270	-16.031	-5754	14.87	7.9	117.4	8.29	123.28	14.869	-0.677	-10.1	-0.8337	-12.59	372.74	0.02	8	0.0193	6.9	372.78	0.002	1	0.0019	0.7	237.01	28.942	6855	26.3584	6239.9
3325	372.82	-17.22	-6420	-16.054	-5763	14.87	7.85	116.7	8.301	123.45	14.87	-0.724	-10.8	-0.8346	-12.6	372.77	0.018	7	0.0194	6.9	372.81	0.002	1	0.0019	0.7	237.18	28.92	6855	26.3985	6249.4
3330	372.81	-16.88	-6290	-16.078	-5772	14.87	7.91	117.6	8.312	123.61	14.869	-0.712	-10.6	-0.8356	-12.62	372.8	0.019	7	0.0194	6.9	372.83	0.002	1	0.0019	0.7	236.98	28.95	6856	26.4387	6259
3335	372.84	-16.83	-6280	-16.102	-5781	14.871	7.9	117.5	8.323	123.77	14.869	-0.69	-10.3	-0.8365	-12.63	372.8	0.02	7	0.0194	6.9	372.84	0.001	1	0.0019	0.7	237.02	28.918	6850	26.4788	6268.5
3340	372.88	-17.19	-6410	-16.125	-5789	14.869	7.85	116.8	8.334	123.94	14.868	-0.643	-9.6	-0.8375	-12.64	372.82	0.018	7	0.0195	6.9	372.88	0.002	1	0.0019	0.7	236.91	28.905	6844	26.5189	6278
3345	372.88	-16.89	-6300	-16.149	-5798	14.87	7.85	116.7	8.345	124.1	14.869	-0.694	-10.3	-0.8384	-12.66	372.86	0.02	7	0.0195	6.9	372.9	0.002	1	0.0019	0.7	237.25	28.917	6856	26.559	6287.5
3350	372.92	-17.06	-6360	-16.173	-5807	14.87	7.91	117.6	8.356	124.26	14.869	-0.704	-10.5	-0.8394	-12.67	372.87	0.02	7	0.0195	6.9	372.91	0.001	1	0.0019	0.7	237.14	28.909	6851	26.5992	6297
3355	372.95	-17.1	-6380	-16.196	-5816	14.871	7.88	117.2	8.367	124.42	14.869	-0.677	-10.1	-0.8404	-12.69	372.89	0.018	7	0.0195	6.9	372.96	0.002	1	0.0019	0.7	237.26	28.929	6859	26.6393	6306.5
3360	372.94	-16.83	-6280	-16.22	-5825	14.87	7.93	117.9	8.378	124.59	14.868	-0.705	-10.5	-0.8413	-12.7	372.92	0.02	7	0.0196	7	372.94	0.002	1	0.0019	0.7	237.06	28.814	6826	26.6795	6316.1
3365	372.98	-17.02	-6350	-16.244	-5834	14.871	7.87	117.1	8.389	124.75	14.87	-0.715	-10.6	-0.8422	-12.71	372.92	0.019	7	0.0196	7	372.97	0.002	1	0.002	0.7	237.33	28.791	6829	26.7197	6325.6
3370	373	-17.01	-6350	-16.267	-5842	14.871	7.93	117.9	8.4	124.91	14.87	-0.716	-10.7	-0.8432	-12.73	372.96	0.018	7	0.0196	7	373.01	0.002	1	0.002	0.7	236.89	28.969	6858	26.7598	6335.1
3375	373.02	-17.02	-6350	-16.291	-5851	14.87	7.87	117.1	8.41	125.07	14.868	-0.648	-9.6	-0.8441	-12.74	372.99	0.02	7	0.0196	7	373.02	0.002	1	0.002	0.7	237.15	28.923	6855	26.8	6344.6
3380	373.05	-17.18	-6410	-16.315	-5860	14.869	7.82	116.3	8.421	125.24	14.868	-0.661	-9.8	-0.8451	-12.76	372.99	0.018	7	0.0197	7	373.05	0.001	0	0.002	0.7	236.85	28.952	6853	26.8401	6354.1
3385	373.05	-16.78	-6260	-16.338	-5869	14.871	7.94	118	8.432	125.4	14.87	-0.734	-10.9	-0.846	-12.77	373.02	0.02	7	0.0197	7	373.06	0.002	1	0.002	0.7	237.04	28.865	6838	26.8802	6363.6
3390	373.1	-17.22	-6420	-16.362	-5878	14.871	7.9	117.6	8.443	125.56	14.87	-0.719	-10.7	-0.847	-12.78	373.04	0.019	7	0.0197	7	373.1	0.001	1	0.002	0.7	236.88	28.912	6844	26.9204	6373.2
3395	373.1	-16.88	-6300	-16.385	-5886	14.87	7.95	118.2	8.454	125.73	14.869	-0.689	-10.3	-0.8479	-12.8	373.08	0.02	8	0.0197	7	373.1	0.002	1	0.002	0.7	237.12	28.963	6863	26.9605	6382.7
3400	373.15	-17.16	-6400	-16.409	-5895	14.868	7.76	115.4	8.465	125.89	14.868	-0.646	-9.6	-0.8489	-12.81	373.08	0.018	7	0.0198	7	373.14	0.001	1	0.002	0.7	236.93	28.936	6851	27.0007	6392.2
3405	373.14	-16.82	-6280	-16.433	-5904	14.871	7.97	118.5	8.476	126.05	14.87	-0.724	-10.8	-0.8498	-12.83	373.11	0.02	7	0.0198	7	373.15	0.002	1	0.002	0.7	237.16	28.92	6854	27.0409	6401.7
3410	373.18	-17.16	-6410	-16.456	-5913	14.868	7.79	115.8	8.487	126.21	14.868	-0.61	-9.1	-0.8508	-12.84	373.13	0.019	7	0.0198	7.1	373.17	0.001	1	0.002	0.7	236.8	28.934	6847	27.0811	6411.2
3415	373.19	-16.97	-6330	-16.48	-5922	14.87	7.88	117.2	8.498	126.38	14.869	-0.668	-9.9	-0.8517	-12.85	373.16	0.02	8	0.0199	7.1	373.18	0.001	1	0.002	0.7	237.12	28.938	6857	27.1212	6420.8
3420	373.23	-17.21	-6420	-16.504	-5931	14.87	7.88	117.2	8.509	126.54	14.87	-0.722	-10.7	-0.8526	-12.87	373.18	0.019	7	0.0199	7.1	373.22	0.001	1	0.002	0.7	236.92	28.956	6856	27.1614	6430.3
