Time[s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
545	343.54	-18.6	-6390	-2.312	-788	14.039	12.49	175.4	2.083	29.26	14.035	-1.485	-20.9	-0.3255	-4.63	343.44	0.019	7	0.2617	89.1	343.51	0.01	3	0.0014	0.5	239.61	29.038	6952	4.0255	961.9
550	343.6	-18.56	-6380	-2.338	-797	14.041	12.7	178.3	2.1	29.51	14.038	-1.578	-22.2	-0.3277	-4.66	343.48	0.019	6	0.2618	89.1	343.57	0.009	3	0.0014	0.5	239.78	28.953	6936	4.0658	971.5
555	343.64	-18.35	-6310	-2.363	-805	14.042	12.79	179.7	2.118	29.75	14.038	-1.646	-23.2	-0.3298	-4.69	343.54	0.019	7	0.2618	89.1	343.63	0.009	3	0.0014	0.5	239.66	28.887	6917	4.1059	981.2
560	343.71	-18.55	-6380	-2.389	-814	14.04	12.57	176.5	2.135	30	14.037	-1.63	-22.9	-0.3319	-4.72	343.59	0.019	7	0.2618	89.1	343.68	0.009	3	0.0014	0.5	239.34	28.928	6917	4.1462	990.8
565	343.75	-18.37	-6320	-2.415	-823	14.041	11.7	164.3	2.153	30.24	14.037	-1.502	-21.1	-0.3341	-4.75	343.66	0.019	6	0.2618	89.1	343.74	0.009	3	0.0015	0.5	239.6	28.923	6923	4.1865	1000.4
570	343.82	-18.56	-6380	-2.44	-832	14.042	11.5	161.5	2.169	30.47	14.038	-1.536	-21.6	-0.3363	-4.78	343.73	0.019	7	0.2619	89.2	343.79	0.009	3	0.0015	0.5	239.73	28.903	6923	4.2267	1010.1
575	343.88	-18.65	-6410	-2.466	-841	14.043	11.52	161.8	2.185	30.69	14.039	-1.541	-21.6	-0.3384	-4.81	343.77	0.019	7	0.2619	89.2	343.87	0.009	3	0.0015	0.5	239.62	29.01	6945	4.267	1019.7
580	343.92	-18.37	-6320	-2.492	-850	14.042	11.39	160	2.2	30.91	14.038	-1.611	-22.6	-0.3405	-4.84	343.85	0.019	7	0.2619	89.2	343.92	0.009	3	0.0015	0.5	239.46	28.915	6918	4.3071	1029.3
585	343.99	-18.57	-6390	-2.517	-858	14.041	11.34	159.3	2.216	31.13	14.038	-1.513	-21.3	-0.3427	-4.87	343.9	0.02	7	0.262	89.2	343.97	0.009	3	0.0015	0.5	239.42	28.925	6919	4.3473	1038.9
590	344.04	-18.43	-6340	-2.543	-867	14.041	11.25	158	2.232	31.35	14.037	-1.467	-20.6	-0.3447	-4.9	343.95	0.019	7	0.262	89.2	344.04	0.009	3	0.0015	0.5	239.43	29.046	6948	4.3875	1048.5
595	344.1	-18.49	-6360	-2.569	-876	14.042	11.45	160.8	2.248	31.57	14.039	-1.523	-21.4	-0.3468	-4.93	344.02	0.019	7	0.262	89.2	344.08	0.009	3	0.0015	0.5	239.61	28.999	6942	4.4277	1058.2
600	344.17	-18.59	-6400	-2.595	-885	14.043	11.28	158.5	2.263	31.79	14.04	-1.595	-22.4	-0.3488	-4.96	344.06	0.019	7	0.262	89.2	344.14	0.009	3	0.0015	0.5	239.72	28.98	6941	4.468	1067.8
605	344.21	-18.41	-6340	-2.62	-894	14.04	11.21	157.4	2.279	32.02	14.037	-1.389	-19.5	-0.3509	-4.98	344.12	0.019	7	0.2621	89.2	344.2	0.009	3	0.0016	0.5	239.59	28.921	6923	4.5082	1077.4
610	344.27	-18.53	-6380	-2.646	-903	14.042	11.24	157.8	2.295	32.24	14.038	-1.476	-20.7	-0.3529	-5.01	344.18	0.02	7	0.2621	89.2	344.25	0.009	3	0.0016	0.5	239.34	28.95	6923	4.5484	1087
615	344.33	-18.42	-6340	-2.672	-911	14.041	11.38	159.8	2.311	32.46	14.038	-1.428	-20.1	-0.3549	-5.04	344.24	0.019	7	0.2621	89.2	344.31	0.009	3	0.0016	0.5	239.54	28.937	6925	4.5886	1096.7
620	344.39	-18.54	-6380	-2.697	-920	14.04	11.11	156	2.326	32.67	14.037	-1.38	-19.4	-0.3569	-5.07	344.29	0.02	7	0.2621	89.2	344.36	0.009	3	0.0016	0.5	239.44	28.935	6922	4.6288	1106.3
625	344.44	-18.39	-6330	-2.723	-929	14.042	11.13	156.4	2.342	32.89	14.038	-1.394	-19.6	-0.3589	-5.1	344.35	0.019	7	0.2622	89.3	344.43	0.009	3	0.0016	0.5	239.53	28.932	6924	4.669	1115.9
630	344.51	-18.57	-6400	-2.748	-938	14.042	11.21	157.4	2.357	33.11	14.039	-1.491	-20.9	-0.3609	-5.12	344.42	0.019	7	0.2622	89.3	344.48	0.009	3	0.0016	0.5	239.36	28.978	6930	4.7093	1125.5
635	344.57	-18.59	-6410	-2.774	-947	14.042	11.17	156.9	2.373	33.33	14.038	-1.383	-19.4	-0.3628	-5.15	344.46	0.019	7	0.2622	89.3	344.54	0.009	3	0.0016	0.5	239.63	28.988	6940	4.7494	1135.2
640	344.61	-18.38	-6330	-2.8	-956	14.042	11.16	156.8	2.388	33.55	14.038	-1.395	-19.6	-0.3647	-5.18	344.53	0.019	7	0.2622	89.3	344.61	0.009	3	0.0016	0.5	239.39	28.948	6924	4.7897	1144.8
645	344.68	-18.76	-6470	-2.823	-964	14.043	11.1	155.8	2.404	33.76	14.039	-1.358	-19.1	-0.3666	-5.21	344.57	0.019	7	0.2623	89.3	344.64	0.009	3	0.0017	0.5	239.59	29.22	6995	4.8263	1153.6
650	344.73	-18.55	-6400	-2.849	-973	14.041	11.01	154.7	2.419	33.98	14.038	-1.347	-18.9	-0.3686	-5.23	344.64	0.019	7	0.2623	89.3	344.72	0.009	3	0.0017	0.5	239.56	29.252	7002	4.867	1163.3
655	344.8	-18.59	-6410	-2.875	-982	14.041	11.1	155.9	2.435	34.2	14.038	-1.284	-18	-0.3705	-5.26	344.71	0.02	7	0.2623	89.3	344.77	0.009	3	0.0017	0.6	239.45	29.249	6997	4.9076	1173
660	344.87	-18.75	-6460	-2.901	-991	14.041	11.11	156	2.45	34.41	14.038	-1.321	-18.6	-0.3723	-5.29	344.76	0.019	7	0.2624	89.3	344.83	0.009	3	0.0017	0.6	239.17	29.307	7003	4.9482	1182.7
665	344.91	-18.54	-6400	-2.927	-999	14.041	10.99	154.4	2.465	34.63	14.038	-1.303	-18.3	-0.3742	-5.31	344.83	0.019	7	0.2624	89.3	344.9	0.009	3	0.0017	0.6	239.59	29.229	6997	4.9888	1192.4
670	344.98	-18.74	-6470	-2.953	-1008	14.043	11.05	155.2	2.481	34.85	14.04	-1.351	-19	-0.376	-5.34	344.89	0.019	7	0.2624	89.3	344.95	0.009	3	0.0017	0.6	239.57	29.234	6998	5.0295	1202.2
675	345.04	-18.55	-6400	-2.979	-1017	14.041	11.07	155.4	2.496	35.06	14.038	-1.251	-17.6	-0.3779	-5.36	344.94	0.019	7	0.2624	89.4	345.03	0.009	3	0.0017	0.6	239.47	29.264	7002	5.0701	1211.9
680	345.09	-18.55	-6400	-3.005	-1026	14.043	11.09	155.8	2.512	35.28	14.04	-1.365	-19.2	-0.3797	-5.39	345	0.019	7	0.2625	89.4	345.07	0.009	3	0.0017	0.6	239.22	29.229	6986	5.1108	1221.6
685	345.15	-18.7	-6450	-3.03	-1035	14.042	11.01	154.7	2.527	35.5	14.039	-1.301	-18.3	-0.3815	-5.41	345.05	0.019	7	0.2625	89.4	345.12	0.009	3	0.0018	0.6	239.59	29.179	6985	5.1513	1231.3
690	345.21	-18.52	-6390	-3.056	-1044	14.041	10.92	153.3	2.542	35.71	14.038	-1.308	-18.4	-0.3833	-5.44	345.11	0.019	7	0.2625	89.4	345.2	0.009	3	0.0018	0.6	239.64	29.204	6992	5.1919	1241
695	345.28	-18.73	-6470	-3.082	-1053	14.042	11.16	156.8	2.558	35.93	14.038	-1.266	-17.8	-0.385	-5.46	345.17	0.019	7	0.2625	89.4	345.25	0.009	3	0.0018	0.6	239.47	29.255	7000	5.2325	1250.7
700	345.33	-18.67	-6450	-3.108	-1062	14.043	11.02	154.8	2.573	36.14	14.039	-1.312	-18.4	-0.3868	-5.49	345.23	0.019	7	0.2626	89.4	345.31	0.009	3	0.0018	0.6	239.38	29.216	6988	5.2731	1260.4
705	345.4	-18.56	-6410	-3.134	-1071	14.042	10.95	153.7	2.588	36.36	14.039	-1.277	-17.9	-0.3885	-5.51	345.3	0.019	7	0.2626	89.4	345.38	0.009	3	0.0018	0.6	239.46	29.3	7010	5.3136	1270.1
710	345.46	-18.76	-6480	-3.16	-1080	14.042	10.91	153.2	2.604	36.57	14.039	-1.246	-17.5	-0.3902	-5.54	345.35	0.019	7	0.2626	89.4	345.43	0.009	3	0.0018	0.6	239.33	29.313	7009	5.3542	1279.8
715	345.51	-18.54	-6410	-3.185	-1089	14.042	11.02	154.7	2.619	36.78	14.039	-1.213	-17	-0.3919	-5.56	345.41	0.019	7	0.2627	89.4	345.49	0.009	3	0.0018	0.6	239.72	29.173	6987	5.3947	1289.5
720	345.57	-18.54	-6410	-3.212	-1098	14.042	10.95	153.8	2.634	37	14.038	-1.201	-16.9	-0.3936	-5.58	345.47	0.019	7	0.2627	89.4	345.55	0.009	3	0.0019	0.6	239.68	29.221	6998	5.4353	1299.3
725	345.62	-18.57	-6420	-3.237	-1107	14.042	10.84	152.2	2.649	37.21	14.038	-1.188	-16.7	-0.3953	-5.61	345.53	0.019	7	0.2627	89.4	345.61	0.009	3	0.0019	0.6	239.59	29.212	6993	5.4759	1309
730	345.69	-18.73	-6480	-3.263	-1116	14.041	10.87	152.7	2.664	37.42	14.038	-1.143	-16.1	-0.3969	-5.63	345.6	0.02	7	0.2627	89.5	345.66	0.009	3	0.0019	0.6	239.44	29.314	7013	5.5165	1318.7
735	345.74	-18.59	-6430	-3.289	-1124	14.042	10.91	153.2	2.679	37.64	14.039	-1.144	-16.1	-0.3986	-5.65	345.64	0.02	7	0.2628	89.5	345.72	0.009	3	0.0019	0.6	239.72	29.206	6995	5.5571	1328.4
740	345.8	-18.59	-6430	-3.315	-1133	14.041	10.82	152	2.695	37.85	14.038	-1.084	-15.2	-0.4002	-5.68	345.7	0.019	7	0.2628	89.5	345.79	0.009	3	0.0019	0.6	239.48	29.206	6988	5.5977	1338.1
745	345.85	-18.49	-6390	-3.341	-1142	14.043	10.81	151.8	2.71	38.06	14.04	-1.185	-16.6	-0.4018	-5.7	345.77	0.019	7	0.2628	89.5	345.84	0.009	3	0.0019	0.6	239.4	29.182	6980	5.6382	1347.8
750	345.92	-18.63	-6440	-3.367	-1151	14.043	11.01	154.7	2.725	38.27	14.04	-1.15	-16.2	-0.4034	-5.72	345.83	0.02	7	0.2628	89.5	345.9	0.009	3	0.0019	0.6	239.12	29.277	6995	5.6788	1357.5
755	345.99	-18.69	-6470	-3.392	-1160	14.041	10.8	151.6	2.74	38.49	14.039	-1.084	-15.2	-0.405	-5.74	345.89	0.02	7	0.2629	89.5	345.95	0.009	3	0.0019	0.6	239.46	29.256	6999	5.7194	1367.2
760	346.05	-18.7	-6470	-3.418	-1169	14.044	10.93	153.5	2.755	38.7	14.04	-1.149	-16.1	-0.4065	-5.77	345.94	0.019	7	0.2629	89.5	346.02	0.009	3	0.002	0.6	239.25	29.23	6987	5.7599	1376.9
765	346.1	-18.52	-6410	-3.444	-1178	14.043	10.79	151.6	2.77	38.91	14.039	-1.162	-16.3	-0.4081	-5.79	346	0.019	7	0.2629	89.5	346.07	0.009	3	0.002	0.6	239.51	29.199	6988	5.8008	1386.7
770	346.15	-18.53	-6410	-3.47	-1187	14.042	10.82	151.9	2.785	39.12	14.039	-1.042	-14.6	-0.4096	-5.81	346.07	0.02	7	0.2629	89.5	346.14	0.009	3	0.002	0.7	239.69	29.205	6994	5.8414	1396.4
775	346.23	-18.7	-6470	-3.496	-1196	14.042	10.79	151.5	2.8	39.33	14.039	-1.092	-15.3	-0.4111	-5.83	346.13	0.02	7	0.263	89.5	346.19	0.009	3	0.002	0.7	239.67	29.212	6995	5.882	1406.1
780	346.28	-18.63	-6450	-3.521	-1205	14.042	10.87	152.7	2.815	39.54	14.038	-1.041	-14.6	-0.4126	-5.85	346.19	0.02	7	0.263	89.5	346.26	0.009	3	0.002	0.7	239.42	29.303	7010	5.9225	1415.9
785	346.35	-18.64	-6450	-3.547	-1214	14.043	10.68	150	2.83	39.75	14.039	-1.064	-14.9	-0.414	-5.87	346.24	0.019	7	0.263	89.6	346.32	0.009	3	0.002	0.7	239.7	29.273	7011	5.9632	1425.6
790	346.4	-18.5	-6410	-3.573	-1223	14.044	10.83	152.1	2.845	39.96	14.04	-1.048	-14.7	-0.4155	-5.89	346.31	0.019	7	0.2631	89.6	346.38	0.009	3	0.002	0.7	239.68	29.235	7001	6.0038	1435.3
795	346.47	-18.64	-6460	-3.599	-1232	14.044	10.68	150	2.86	40.17	14.04	-1.02	-14.3	-0.4169	-5.91	346.37	0.019	7	0.2631	89.6	346.43	0.009	3	0.002	0.7	239.57	29.201	6990	6.0444	1445
800	346.53	-18.72	-6490	-3.625	-1241	14.042	10.79	151.5	2.875	40.38	14.039	-0.974	-13.7	-0.4183	-5.93	346.42	0.02	7	0.2631	89.6	346.49	0.009	3	0.0021	0.7	239.38	29.344	7018	6.085	1454.7
805	346.58	-18.61	-6450	-3.651	-1250	14.042	10.59	148.7	2.89	40.59	14.039	-1.025	-14.4	-0.4197	-5.95	346.47	0.019	7	0.2631	89.6	346.56	0.009	3	0.0021	0.7	239.61	29.141	6977	6.1255	1464.4
810	346.63	-18.44	-6390	-3.677	-1259	14.043	10.66	149.6	2.904	40.8	14.039	-0.978	-13.7	-0.4211	-5.97	346.55	0.019	7	0.2632	89.6	346.62	0.009	3	0.0021	0.7	239.69	29.184	6989	6.166	1474.1
815	346.7	-18.55	-6430	-3.702	-1268	14.042	10.58	148.5	2.919	41	14.039	-0.93	-13.1	-0.4224	-5.99	346.61	0.019	7	0.2632	89.6	346.67	0.009	3	0.0021	0.7	239.52	29.168	6980	6.2066	1483.8
820	346.76	-18.63	-6460	-3.728	-1276	14.043	10.69	150.1	2.934	41.21	14.039	-0.946	-13.3	-0.4237	-6.01	346.66	0.02	7	0.2632	89.6	346.72	0.009	3	0.0021	0.7	239.73	29.114	6973	6.247	1493.5
825	346.82	-18.63	-6460	-3.754	-1285	14.044	10.62	149.2	2.949	41.42	14.04	-1.004	-14.1	-0.425	-6.03	346.71	0.019	7	0.2632	89.6	346.79	0.009	3	0.0021	0.7	239.76	29.12	6976	6.2876	1503.2
830	346.87	-18.42	-6390	-3.78	-1294	14.043	10.5	147.4	2.963	41.62	14.04	-0.857	-12	-0.4263	-6.04	346.79	0.019	7	0.2633	89.6	346.86	0.009	3	0.0021	0.7	239.45	29.185	6982	6.3281	1512.9
835	346.94	-18.67	-6480	-3.805	-1303	14.042	10.65	149.5	2.978	41.83	14.039	-0.887	-12.5	-0.4276	-6.06	346.84	0.02	7	0.2633	89.6	346.92	0.009	3	0.0021	0.7	239.57	29.265	7005	6.3687	1522.6
840	346.99	-18.55	-6440	-3.831	-1312	14.042	10.6	148.9	2.993	42.04	14.038	-0.855	-12	-0.4288	-6.08	346.9	0.02	7	0.2633	89.7	346.98	0.009	3	0.0022	0.7	239.76	29.253	7008	6.4091	1532.3
845	347.05	-18.47	-6410	-3.857	-1321	14.043	10.58	148.6	3.007	42.24	14.039	-0.959	-13.5	-0.43	-6.1	346.97	0.019	7	0.2633	89.7	347.04	0.009	3	0.0022	0.7	239.78	29.22	7000	6.4497	1542.1
850	347.12	-18.62	-6460	-3.883	-1330	14.042	10.5	147.4	3.022	42.45	14.039	-0.841	-11.8	-0.4312	-6.11	347.02	0.02	7	0.2634	89.7	347.09	0.009	3	0.0022	0.7	239.61	29.178	6985	6.4903	1551.8
855	347.17	-18.44	-6400	-3.908	-1339	14.043	10.63	149.2	3.037	42.65	14.039	-0.813	-11.4	-0.4324	-6.13	347.09	0.019	7	0.2634	89.7	347.16	0.009	3	0.0022	0.7	239.68	29.183	6988	6.5309	1561.5
860	347.24	-18.65	-6480	-3.934	-1348	14.043	10.55	148.2	3.051	42.86	14.04	-0.792	-11.1	-0.4336	-6.15	347.16	0.02	7	0.2634	89.7	347.21	0.009	3	0.0022	0.7	239.69	29.184	6989	6.5714	1571.2
865	347.31	-18.62	-6470	-3.96	-1357	14.045	10.38	145.8	3.066	43.06	14.041	-0.913	-12.8	-0.4347	-6.16	347.21	0.019	7	0.2635	89.7	347.28	0.009	3	0.0022	0.7	239.75	29.171	6988	6.612	1580.9
870	347.37	-18.59	-6460	-3.986	-1366	14.044	8.67	121.7	3.078	43.24	14.041	-0.762	-10.7	-0.4358	-6.18	347.28	0.02	7	0.2635	89.7	347.36	0.009	3	0.0022	0.7	239.53	29.282	7008	6.6526	1590.6
875	347.42	-18.45	-6410	-4.012	-1375	14.042	8.65	121.5	3.09	43.41	14.039	-0.633	-8.9	-0.4369	-6.19	347.32	0.02	7	0.2635	89.7	347.39	0.009	3	0.0022	0.7	239.79	28.988	6945	6.6931	1600.3
880	347.5	-18.62	-6470	-4.037	-1384	14.044	8.75	122.9	3.102	43.58	14.041	-0.687	-9.7	-0.438	-6.21	347.4	0.02	7	0.2635	89.7	347.46	0.009	3	0.0023	0.7	239.72	29.177	6988	6.7336	1610
885	347.55	-18.54	-6440	-4.063	-1393	14.044	8.71	122.3	3.115	43.75	14.04	-0.776	-10.9	-0.439	-6.22	347.46	0.02	7	0.2636	89.7	347.53	0.009	3	0.0023	0.8	239.6	29.248	7002	6.7742	1619.8
890	347.61	-18.47	-6420	-4.089	-1402	14.044	8.82	123.9	3.127	43.92	14.041	-0.737	-10.3	-0.4401	-6.24	347.53	0.02	7	0.2636	89.8	347.59	0.009	3	0.0023	0.8	239.78	29.2	6996	6.8148	1629.5
895	347.68	-18.68	-6500	-4.115	-1411	14.044	8.62	121	3.139	44.08	14.041	-0.633	-8.9	-0.4411	-6.25	347.58	0.02	7	0.2636	89.8	347.65	0.009	3	0.0023	0.8	239.79	29.234	7004	6.8554	1639.2
900	347.74	-18.58	-6460	-4.141	-1420	14.042	8.76	123	3.151	44.25	14.039	-0.544	-7.6	-0.4421	-6.26	347.65	0.019	7	0.2637	89.8	347.73	0.009	3	0.0023	0.8	239.51	29.34	7021	6.896	1648.9
905	347.81	-18.68	-6500	-4.166	-1429	14.044	8.63	121.2	3.163	44.42	14.039	-0.681	-9.6	-0.4431	-6.28	347.71	0.02	7	0.2637	89.8	347.78	0.009	3	0.0023	0.8	239.74	29.277	7013	6.9366	1658.6
910	347.87	-18.53	-6450	-4.192	-1438	14.044	8.63	121.3	3.175	44.59	14.041	-0.73	-10.2	-0.444	-6.29	347.77	0.019	7	0.2637	89.8	347.85	0.009	3	0.0023	0.8	239.71	29.158	6984	6.9771	1668.4
915	347.92	-18.56	-6460	-4.218	-1447	14.042	8.57	120.3	3.187	44.76	14.038	-0.555	-7.8	-0.445	-6.31	347.84	0.02	7	0.2637	89.8	347.91	0.009	3	0.0023	0.8	239.72	29.171	6987	7.0177	1678.1
920	347.98	-18.63	-6480	-4.244	-1456	14.043	8.64	121.3	3.199	44.93	14.04	-0.629	-8.8	-0.4459	-6.32	347.9	0.021	7	0.2638	89.8	347.97	0.009	3	0.0023	0.8	239.37	29.257	6997	7.0582	1687.8
925	348.04	-18.47	-6430	-4.269	-1465	14.045	8.71	122.4	3.211	45.1	14.041	-0.706	-9.9	-0.4468	-6.33	347.95	0.02	7	0.2638	89.8	348.03	0.009	3	0.0024	0.8	239.61	29.21	6993	7.0987	1697.5
930	348.11	-18.53	-6450	-4.295	-1474	14.045	8.59	120.7	3.223	45.27	14.042	-0.701	-9.8	-0.4478	-6.34	348.01	0.02	7	0.2638	89.8	348.09	0.009	3	0.0024	0.8	239.61	29.126	6973	7.1393	1707.2
935	348.17	-18.51	-6450	-4.321	-1483	14.043	8.58	120.5	3.235	45.43	14.04	-0.53	-7.4	-0.4487	-6.36	348.07	0.02	7	0.2638	89.8	348.14	0.009	3	0.0024	0.8	239.59	29.108	6968	7.1798	1716.9
940	348.24	-18.5	-6440	-4.347	-1492	14.044	8.55	120.1	3.246	45.6	14.04	-0.643	-9	-0.4496	-6.37	348.14	0.02	7	0.2639	89.8	348.21	0.009	3	0.0024	0.8	239.11	29.188	6973	7.2203	1726.6
945	348.3	-18.49	-6440	-4.372	-1500	14.043	8.55	120.1	3.258	45.77	14.04	-0.568	-8	-0.4504	-6.38	348.19	0.02	7	0.2639	89.9	348.27	0.009	3	0.0024	0.8	239.37	29.147	6971	7.2608	1736.3
950	348.35	-18.38	-6400	-4.398	-1509	14.044	8.46	118.8	3.27	45.93	14.04	-0.625	-8.8	-0.4513	-6.39	348.26	0.02	7	0.2639	89.9	348.34	0.009	3	0.0024	0.8	239.17	29.225	6984	7.3013	1745.9
955	348.42	-18.65	-6500	-4.424	-1518	14.043	8.57	120.3	3.282	46.1	14.04	-0.559	-7.9	-0.4522	-6.41	348.32	0.02	7	0.264	89.9	348.39	0.009	3	0.0024	0.8	239.48	29.222	6992	7.3418	1755.6
960	348.47	-18.44	-6430	-4.45	-1527	14.045	8.49	119.2	3.294	46.27	14.041	-0.632	-8.9	-0.453	-6.42	348.39	0.02	7	0.264	89.9	348.47	0.009	3	0.0024	0.8	239.62	29.193	6989	7.3824	1765.3
965	348.55	-18.58	-6480	-4.475	-1536	14.045	8.57	120.3	3.306	46.43	14.041	-0.59	-8.3	-0.4538	-6.43	348.45	0.021	7	0.264	89.9	348.52	0.009	3	0.0025	0.8	239.67	29.208	6994	7.423	1775.1
970	348.6	-18.38	-6410	-4.501	-1545	14.046	8.5	119.4	3.318	46.6	14.043	-0.706	-9.9	-0.4547	-6.44	348.52	0.02	7	0.264	89.9	348.58	0.009	3	0.0025	0.8	239.31	29.227	6988	7.4636	1784.8
975	348.67	-18.6	-6480	-4.527	-1554	14.045	8.49	119.3	3.329	46.76	14.043	-0.535	-7.5	-0.4555	-6.45	348.57	0.02	7	0.2641	89.9	348.64	0.009	3	0.0025	0.8	239.45	29.163	6977	7.5041	1794.5
980	348.73	-18.44	-6430	-4.552	-1563	14.045	8.56	120.2	3.341	46.93	14.041	-0.588	-8.3	-0.4563	-6.46	348.64	0.02	7	0.2641	89.9	348.72	0.009	3	0.0025	0.8	239.37	29.165	6975	7.5447	1804.2
985	348.8	-18.51	-6460	-4.578	-1572	14.044	8.47	119	3.353	47.1	14.04	-0.535	-7.5	-0.4571	-6.48	348.69	0.02	7	0.2641	89.9	348.77	0.009	3	0.0025	0.8	239.38	29.157	6974	7.5852	1813.9
990	348.86	-18.53	-6470	-4.604	-1581	14.043	8.44	118.5	3.365	47.26	14.04	-0.608	-8.5	-0.4579	-6.49	348.77	0.02	7	0.2641	89.9	348.83	0.009	3	0.0025	0.8	239.09	29.205	6977	7.6258	1823.6
995	348.93	-18.63	-6500	-4.63	-1590	14.045	8.44	118.5	3.377	47.43	14.042	-0.522	-7.3	-0.4586	-6.5	348.82	0.02	7	0.2642	90	348.9	0.009	3	0.0025	0.8	239.47	29.242	6997	7.6663	1833.3
1000	348.98	-18.38	-6420	-4.655	-1599	14.044	8.51	119.6	3.388	47.59	14.04	-0.577	-8.1	-0.4594	-6.51	348.89	0.02	7	0.2642	90	348.96	0.009	3	0.0025	0.8	239.48	29.183	6983	7.7069	1843
1005	349.04	-18.6	-6490	-4.681	-1608	14.043	8.4	118	3.4	47.76	14.039	-0.477	-6.7	-0.4602	-6.52	348.95	0.02	7	0.2642	90	349.02	0.009	3	0.0026	0.9	239.27	29.215	6984	7.7474	1852.7
1010	349.09	-18.36	-6410	-4.706	-1617	14.046	8.5	119.4	3.412	47.92	14.043	-0.631	-8.9	-0.4609	-6.53	349	0.02	7	0.2643	90	349.09	0.009	3	0.0026	0.9	239.53	29.177	6983	7.788	1862.4
1015	349.17	-18.49	-6460	-4.732	-1626	14.046	8.39	117.9	3.423	48.09	14.043	-0.496	-7	-0.4617	-6.54	349.08	0.02	7	0.2643	90	349.14	0.009	3	0.0026	0.9	239.54	29.26	7003	7.8285	1872.1
1020	349.23	-18.64	-6510	-4.758	-1635	14.043	8.42	118.2	3.435	48.25	14.04	-0.47	-6.6	-0.4624	-6.55	349.12	0.02	7	0.2643	90	349.2	0.009	3	0.0026	0.9	239.31	29.296	7005	7.869	1881.8
1025	349.28	-18.36	-6410	-4.784	-1644	14.045	8.43	118.4	3.447	48.41	14.041	-0.511	-7.2	-0.4631	-6.56	349.19	0.02	7	0.2643	90	349.28	0.009	3	0.0026	0.9	239.63	29.166	6983	7.9095	1891.4
1030	349.35	-18.49	-6460	-4.809	-1653	14.046	8.49	119.3	3.459	48.58	14.043	-0.647	-9.1	-0.4638	-6.57	349.26	0.02	7	0.2644	90	349.34	0.009	3	0.0026	0.9	239.81	29.091	6970	7.95	1901.1
1035	349.41	-18.53	-6480	-4.835	-1662	14.046	8.39	117.8	3.47	48.74	14.043	-0.505	-7.1	-0.4645	-6.58	349.32	0.02	7	0.2644	90	349.38	0.009	3	0.0026	0.9	239.61	29.231	6998	7.9905	1910.8
1040	349.48	-18.61	-6500	-4.861	-1671	14.044	8.45	118.6	3.482	48.91	14.04	-0.487	-6.8	-0.4652	-6.59	349.37	0.02	7	0.2644	90	349.46	0.009	3	0.0026	0.9	239.32	29.292	7004	8.031	1920.5
1045	349.52	-18.32	-6400	-4.886	-1680	14.045	8.38	117.7	3.494	49.07	14.041	-0.578	-8.1	-0.4659	-6.6	349.44	0.02	7	0.2645	90.1	349.52	0.009	3	0.0027	0.9	239.58	29.141	6976	8.0716	1930.2
1050	349.6	-18.55	-6490	-4.912	-1689	14.047	8.45	118.6	3.505	49.24	14.044	-0.569	-8	-0.4666	-6.61	349.5	0.02	7	0.2645	90.1	349.58	0.009	3	0.0027	0.9	239.79	29.211	6999	8.1121	1939.9
1055	349.65	-18.5	-6470	-4.938	-1698	14.044	8.3	116.6	3.517	49.4	14.042	-0.407	-5.7	-0.4673	-6.62	349.55	0.021	7	0.2645	90.1	349.62	0.008	3	0.0027	0.9	239.76	29.097	6970	8.1526	1949.6
1060	349.71	-18.52	-6480	-4.963	-1707	14.044	8.34	117.2	3.529	49.56	14.041	-0.419	-5.9	-0.468	-6.63	349.61	0.02	7	0.2645	90.1	349.69	0.009	3	0.0027	0.9	239.44	29.198	6985	8.1931	1959.3
1065	349.76	-18.32	-6410	-4.989	-1716	14.045	8.5	119.3	3.54	49.73	14.041	-0.634	-8.9	-0.4687	-6.64	349.68	0.02	7	0.2646	90.1	349.75	0.009	3	0.0027	0.9	239.52	29.167	6980	8.2336	1969
