Time[s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
37030	-0.06	-0.04	0	-52.4	-19465	12.954	0	0.1	36.54	513.2	12.952	-0.283	-3.7	-1.9117	-26.7	-0.04	-0.007	0	1.0012	382.2	-0.01	0.001	0	0.0518	11.2	239.62	0.023	5	90.5163	21569.4
37035	-0.05	-0.04	0	-52.4	-19465	12.954	0	0.1	36.54	513.2	12.952	-0.266	-3.4	-1.9121	-26.7	-0.04	-0.007	0	1.0012	382.2	-0.01	0.001	0	0.0518	11.2	239.67	0.023	5	90.5164	21569.4
37040	-0.05	-0.04	0	-52.4	-19465	12.954	0	0.1	36.54	513.2	12.952	-0.282	-3.7	-1.9124	-26.71	-0.04	-0.007	0	1.0012	382.2	-0.01	0.001	0	0.0518	11.2	239.57	0.023	5	90.5164	21569.4
37045	-0.06	-0.04	0	-52.4	-19465	12.954	0	0.1	36.54	513.2	12.952	-0.283	-3.7	-1.9128	-26.71	-0.04	-0.007	0	1.0011	382.2	-0.01	0.001	0	0.0518	11.2	239.56	0.023	5	90.5164	21569.4
37050	-0.06	-0.04	0	-52.4	-19465	12.954	0	0.1	36.54	513.2	12.952	-0.283	-3.7	-1.9132	-26.72	-0.05	-0.007	0	1.0011	382.2	-0.01	0.001	0	0.0518	11.2	239.68	0.023	5	90.5165	21569.4
37055	-0.06	-0.04	0	-52.4	-19465	12.955	0	0	36.54	513.2	12.952	-0.283	-3.7	-1.9136	-26.72	-0.04	-0.007	0	1.0011	382.2	-0.02	0.001	0	0.0518	11.2	239.8	0.023	5	90.5165	21569.4
37060	-0.06	-0.04	0	-52.4	-19465	12.955	0.01	0.1	36.54	513.2	12.952	-0.282	-3.7	-1.914	-26.73	-0.04	-0.007	0	1.0011	382.2	-0.02	0.001	0	0.0518	11.2	239.58	0.023	5	90.5165	21569.4
37065	-0.06	-0.04	0	-52.4	-19465	12.955	0	0.1	36.54	513.2	12.952	-0.283	-3.7	-1.9144	-26.73	-0.04	-0.007	0	1.0011	382.2	-0.01	0.001	0	0.0518	11.2	239.77	0.023	5	90.5166	21569.4
37070	-0.07	-0.04	0	-52.4	-19465	12.955	0	0.1	36.54	513.2	12.953	-0.283	-3.7	-1.9148	-26.74	-0.04	-0.007	0	1.0011	382.2	-0.01	0.001	0	0.0518	11.2	239.79	0.023	5	90.5166	21569.4
37075	-0.06	-0.04	0	-52.401	-19465	12.955	0	0.1	36.54	513.2	12.952	-0.283	-3.7	-1.9152	-26.74	-0.04	-0.007	0	1.0011	382.2	-0.02	0.001	0	0.0518	11.2	239.69	0.023	5	90.5166	21569.4
37080	-0.06	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.952	-0.283	-3.7	-1.9156	-26.75	-0.04	-0.008	0	1.0011	382.2	-0.02	0.001	0	0.0518	11.2	239.75	0.023	5	90.5167	21569.4
37085	-0.06	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.952	-0.283	-3.7	-1.916	-26.75	-0.03	-0.008	0	1.0011	382.2	-0.02	0.001	0	0.0518	11.2	239.86	0.023	5	90.5167	21569.4
37090	-0.05	-0.04	0	-52.401	-19465	12.954	0	0	36.54	513.2	12.952	-0.258	-3.3	-1.9164	-26.76	-0.04	-0.008	0	1.001	382.2	-0.02	0.001	0	0.0518	11.2	240.02	0.023	5	90.5167	21569.4
37095	-0.06	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.953	-0.283	-3.7	-1.9168	-26.76	-0.04	-0.007	0	1.001	382.2	-0.02	0.001	0	0.0518	11.2	239.93	0.023	5	90.5167	21569.4
37100	-0.06	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.953	-0.283	-3.7	-1.9171	-26.77	-0.04	-0.008	0	1.001	382.2	-0.02	0.001	0	0.0518	11.2	239.77	0.023	5	90.5168	21569.5
37105	-0.06	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.953	-0.283	-3.7	-1.9175	-26.77	-0.04	-0.008	0	1.001	382.2	-0.02	0.001	0	0.0518	11.2	239.91	0.023	5	90.5168	21569.5
37110	-0.06	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.952	-0.284	-3.7	-1.9179	-26.78	-0.04	-0.007	0	1.001	382.2	-0.02	0.001	0	0.0518	11.2	239.82	0.023	5	90.5168	21569.5
37115	-0.05	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.9183	-26.78	-0.04	-0.007	0	1.001	382.2	-0.02	0.001	0	0.0518	11.2	239.78	0.023	5	90.5169	21569.5
37120	-0.05	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.953	-0.283	-3.7	-1.9187	-26.79	-0.04	-0.007	0	1.001	382.2	-0.02	0.001	0	0.0518	11.2	239.56	0.023	5	90.5169	21569.5
37125	-0.06	-0.04	0	-52.401	-19465	12.955	0	0.1	36.54	513.2	12.953	-0.284	-3.7	-1.9191	-26.79	-0.04	-0.008	0	1.001	382.2	-0.02	0.001	0	0.0518	11.2	239.62	0.023	5	90.5169	21569.5
37130	-0.06	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.9195	-26.8	-0.04	-0.007	0	1.001	382.2	-0.01	0.001	0	0.0518	11.2	239.68	0.023	5	90.517	21569.5
37135	-0.06	-0.04	0	-52.401	-19465	12.955	0.01	0.1	36.54	513.2	12.953	-0.284	-3.7	-1.9199	-26.8	-0.04	-0.007	0	1.001	382.2	-0.01	0.001	0	0.0518	11.2	239.57	0.023	5	90.517	21569.5
37140	-0.05	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.9203	-26.81	-0.04	-0.007	0	1.0009	382.2	-0.01	0.001	0	0.0518	11.2	239.84	0.023	5	90.517	21569.5
37145	-0.05	-0.04	0	-52.401	-19465	12.955	0	0.1	36.54	513.2	12.953	-0.262	-3.4	-1.9207	-26.81	-0.03	-0.007	0	1.0009	382.2	-0.01	0.001	0	0.0518	11.2	239.84	0.023	5	90.5171	21569.5
37150	-0.07	-0.04	0	-52.401	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.9211	-26.82	-0.04	-0.008	0	1.0009	382.2	-0.01	0.001	0	0.0518	11.2	239.73	0.023	5	90.5171	21569.5
37155	-0.06	-0.04	0	-52.401	-19465	12.955	0	0.1	36.54	513.2	12.953	-0.284	-3.7	-1.9215	-26.82	-0.04	-0.008	0	1.0009	382.2	-0.01	0.001	0	0.0518	11.2	239.7	0.023	5	90.5171	21569.5
37160	-0.06	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.285	-3.7	-1.9219	-26.83	-0.04	-0.008	0	1.0009	382.2	-0.01	0.001	0	0.0518	11.2	239.88	0.023	5	90.5172	21569.5
37165	-0.05	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.9222	-26.83	-0.05	-0.007	0	1.0009	382.2	-0.02	0.001	0	0.0518	11.2	239.85	0.023	5	90.5172	21569.5
37170	-0.06	-0.04	0	-52.402	-19465	12.955	0	0.1	36.54	513.2	12.953	-0.284	-3.7	-1.9226	-26.84	-0.04	-0.008	0	1.0009	382.2	-0.02	0.001	0	0.0518	11.2	239.88	0.023	5	90.5172	21569.6
37175	-0.06	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.923	-26.84	-0.04	-0.008	0	1.0009	382.2	-0.02	0.001	0	0.0518	11.2	239.55	0.023	5	90.5173	21569.6
37180	-0.05	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.9234	-26.85	-0.04	-0.007	0	1.0009	382.2	-0.01	0.001	0	0.0518	11.2	239.77	0.023	5	90.5173	21569.6
37185	-0.06	-0.04	0	-52.402	-19465	12.955	0	0.1	36.54	513.2	12.953	-0.285	-3.7	-1.9238	-26.85	-0.04	-0.007	0	1.0008	382.2	-0.02	0.001	0	0.0519	11.2	239.76	0.023	5	90.5173	21569.6
37190	-0.06	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.285	-3.7	-1.9242	-26.86	-0.04	-0.008	0	1.0008	382.2	-0.01	0.001	0	0.0519	11.2	239.78	0.023	5	90.5174	21569.6
37195	-0.06	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.283	-3.7	-1.9246	-26.86	-0.04	-0.008	0	1.0008	382.2	-0.01	0.001	0	0.0519	11.2	239.69	0.023	5	90.5174	21569.6
37200	-0.06	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.285	-3.7	-1.925	-26.87	-0.04	-0.008	0	1.0008	382.2	-0.02	0.001	0	0.0519	11.2	239.84	0.023	5	90.5174	21569.6
37205	-0.05	-0.04	0	-52.402	-19465	12.955	0.01	0.1	36.54	513.2	12.953	-0.284	-3.7	-1.9254	-26.87	-0.04	-0.007	0	1.0008	382.2	-0.02	0.001	0	0.0519	11.2	239.84	0.023	5	90.5175	21569.6
37210	-0.06	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.9258	-26.88	-0.05	-0.007	0	1.0008	382.2	-0.01	0.001	0	0.0519	11.2	239.66	0.023	5	90.5175	21569.6
37215	-0.05	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.283	-3.7	-1.9262	-26.88	-0.04	-0.007	0	1.0008	382.2	-0.02	0.001	0	0.0519	11.2	239.78	0.023	5	90.5175	21569.6
37220	-0.06	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.9266	-26.89	-0.04	-0.007	0	1.0008	382.2	-0.02	0.001	0	0.0519	11.2	239.91	0.023	5	90.5176	21569.6
37225	-0.06	-0.04	0	-52.402	-19465	12.955	0	0	36.54	513.2	12.953	-0.284	-3.7	-1.927	-26.89	-0.04	-0.007	0	1.0008	382.2	-0.02	0.001	0	0.0519	11.2	239.78	0.023	5	90.5176	21569.6
37230	-0.06	-0.04	0	-52.402	-19465	12.955	0	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9274	-26.9	-0.04	-0.007	0	1.0008	382.2	-0.02	0.001	0	0.0519	11.2	239.9	0.023	5	90.5176	21569.6
37235	-0.05	-0.04	0	-52.402	-19465	12.955	0.01	0.1	36.54	513.2	12.953	-0.283	-3.7	-1.9278	-26.9	-0.04	-0.007	0	1.0007	382.2	-0.02	0.001	0	0.0519	11.2	239.73	0.023	5	90.5177	21569.6
37240	-0.05	-0.04	0	-52.402	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9281	-26.91	-0.04	-0.007	0	1.0007	382.2	-0.02	0.001	0	0.0519	11.2	239.99	0.023	5	90.5177	21569.6
37245	-0.05	-0.04	0	-52.402	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9285	-26.91	-0.05	-0.007	0	1.0007	382.2	-0.02	0.001	0	0.0519	11.2	239.85	0.023	5	90.5177	21569.7
37250	-0.05	-0.04	0	-52.402	-19465	12.955	0.01	0.1	36.54	513.2	12.954	-0.283	-3.7	-1.9289	-26.92	-0.04	-0.007	0	1.0007	382.2	-0.01	0.001	0	0.0519	11.2	239.73	0.023	5	90.5178	21569.7
37255	-0.06	-0.04	0	-52.403	-19465	12.955	0.01	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9293	-26.92	-0.04	-0.007	0	1.0007	382.2	-0.02	0.001	0	0.0519	11.2	239.99	0.023	5	90.5178	21569.7
37260	-0.06	-0.04	0	-52.403	-19465	12.955	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9297	-26.93	-0.05	-0.007	0	1.0007	382.2	-0.01	0.001	0	0.0519	11.2	239.82	0.023	5	90.5178	21569.7
37265	-0.06	-0.03	0	-52.403	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9301	-26.93	-0.04	-0.007	0	1.0007	382.2	-0.02	0.001	0	0.0519	11.2	239.72	0.023	5	90.5179	21569.7
37270	-0.06	-0.03	0	-52.403	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9305	-26.94	-0.04	-0.007	0	1.0007	382.2	-0.02	0.001	0	0.0519	11.2	239.53	0.023	5	90.5179	21569.7
37275	-0.06	-0.03	0	-52.403	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9309	-26.95	-0.04	-0.007	0	1.0007	382.2	-0.02	0.001	0	0.0519	11.2	239.8	0.023	5	90.5179	21569.7
37280	-0.06	-0.04	0	-52.403	-19465	12.956	0	0.1	36.54	513.2	12.953	-0.285	-3.7	-1.9313	-26.95	-0.04	-0.007	0	1.0007	382.2	-0.02	0.001	0	0.0519	11.2	239.84	0.023	5	90.5179	21569.7
37285	-0.06	-0.04	0	-52.403	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9317	-26.96	-0.04	-0.007	0	1.0006	382.2	-0.01	0.001	0	0.0519	11.2	239.82	0.023	5	90.518	21569.7
37290	-0.06	-0.04	0	-52.403	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9321	-26.96	-0.04	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.67	0.023	5	90.518	21569.7
37295	-0.06	-0.03	0	-52.403	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9325	-26.97	-0.04	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.93	0.023	5	90.518	21569.7
37300	-0.06	-0.04	0	-52.403	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9329	-26.97	-0.04	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.86	0.023	5	90.5181	21569.7
37305	-0.06	-0.04	0	-52.403	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9333	-26.98	-0.04	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.72	0.023	5	90.5181	21569.7
37310	-0.06	-0.04	0	-52.403	-19465	12.955	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9337	-26.98	-0.04	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.91	0.023	5	90.5181	21569.7
37315	-0.06	-0.03	0	-52.403	-19465	12.955	0	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9341	-26.99	-0.05	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.86	0.023	5	90.5182	21569.7
37320	-0.07	-0.04	0	-52.403	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9345	-26.99	-0.04	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.75	0.023	5	90.5182	21569.8
37325	-0.07	-0.03	0	-52.403	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9348	-27	-0.04	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.67	0.023	5	90.5182	21569.8
37330	-0.06	-0.04	0	-52.403	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9352	-27	-0.05	-0.007	0	1.0006	382.2	-0.02	0.001	0	0.0519	11.2	239.71	0.023	5	90.5183	21569.8
37335	-0.06	-0.04	0	-52.403	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9356	-27.01	-0.04	-0.007	0	1.0005	382.2	-0.02	0.001	0	0.0519	11.2	239.83	0.023	5	90.5183	21569.8
37340	-0.06	-0.03	0	-52.403	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.936	-27.01	-0.05	-0.008	0	1.0005	382.2	-0.02	0.001	0	0.0519	11.2	239.76	0.023	5	90.5183	21569.8
37345	-0.06	-0.04	0	-52.403	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9364	-27.02	-0.04	-0.007	0	1.0005	382.2	-0.01	0.001	0	0.0519	11.2	239.5	0.023	5	90.5184	21569.8
37350	-0.06	-0.03	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9368	-27.02	-0.04	-0.008	0	1.0005	382.2	-0.01	0.001	0	0.0519	11.2	239.65	0.023	5	90.5184	21569.8
37355	-0.06	-0.04	0	-52.404	-19465	12.955	0	0	36.54	513.2	12.954	-0.284	-3.7	-1.9372	-27.03	-0.04	-0.008	0	1.0005	382.2	-0.03	0.001	0	0.0519	11.2	239.7	0.023	5	90.5184	21569.8
37360	-0.06	-0.04	0	-52.404	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9376	-27.03	-0.05	-0.008	0	1.0005	382.2	-0.02	0.001	0	0.0519	11.2	239.76	0.023	5	90.5185	21569.8
37365	-0.06	-0.04	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.938	-27.04	-0.05	-0.007	0	1.0005	382.2	-0.02	0.001	0	0.0519	11.2	239.62	0.023	5	90.5185	21569.8
37370	-0.06	-0.04	0	-52.404	-19465	12.956	0	0	36.54	513.2	12.954	-0.284	-3.7	-1.9384	-27.04	-0.04	-0.007	0	1.0005	382.2	-0.02	0.001	0	0.0519	11.2	239.78	0.023	5	90.5185	21569.8
37375	-0.06	-0.04	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.284	-3.7	-1.9388	-27.05	-0.05	-0.007	0	1.0005	382.2	-0.02	0.001	0	0.0519	11.2	239.67	0.023	5	90.5186	21569.8
37380	-0.06	-0.03	0	-52.404	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9392	-27.05	-0.04	-0.007	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.68	0.023	5	90.5186	21569.8
37385	-0.06	-0.03	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.9396	-27.06	-0.04	-0.008	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.78	0.023	5	90.5186	21569.8
37390	-0.07	-0.04	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.94	-27.06	-0.05	-0.008	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.84	0.023	5	90.5187	21569.9
37395	-0.07	-0.04	0	-52.404	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9404	-27.07	-0.04	-0.008	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.95	0.023	5	90.5187	21569.9
37400	-0.06	-0.04	0	-52.404	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9408	-27.07	-0.05	-0.007	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.76	0.023	5	90.5187	21569.9
37405	-0.06	-0.04	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9411	-27.08	-0.05	-0.007	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.67	0.023	5	90.5188	21569.9
37410	-0.06	-0.04	0	-52.404	-19465	12.956	0	0	36.54	513.2	12.954	-0.275	-3.6	-1.9415	-27.08	-0.05	-0.007	0	1.0004	382.2	-0.03	0.001	0	0.0519	11.2	239.76	0.023	5	90.5188	21569.9
37415	-0.06	-0.03	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9419	-27.09	-0.05	-0.007	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.89	0.023	5	90.5188	21569.9
37420	-0.06	-0.04	0	-52.404	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9423	-27.09	-0.05	-0.007	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.74	0.023	5	90.5189	21569.9
37425	-0.06	-0.04	0	-52.404	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9427	-27.1	-0.05	-0.008	0	1.0004	382.2	-0.02	0.001	0	0.0519	11.2	239.81	0.023	5	90.5189	21569.9
37430	-0.06	-0.04	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9431	-27.1	-0.05	-0.008	0	1.0003	382.2	-0.02	0.001	0	0.0519	11.2	239.94	0.023	5	90.5189	21569.9
37435	-0.06	-0.04	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9435	-27.11	-0.05	-0.007	0	1.0003	382.2	-0.02	0.001	0	0.0519	11.2	239.81	0.023	5	90.519	21569.9
37440	-0.06	-0.04	0	-52.404	-19465	12.956	0	0	36.54	513.2	12.954	-0.287	-3.7	-1.9439	-27.11	-0.05	-0.008	0	1.0003	382.2	-0.02	0.001	0	0.0519	11.2	239.76	0.023	5	90.519	21569.9
37445	-0.06	-0.04	0	-52.404	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.9443	-27.12	-0.05	-0.008	0	1.0003	382.2	-0.02	0.001	0	0.0519	11.2	239.92	0.023	5	90.519	21569.9
37450	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9447	-27.12	-0.05	-0.008	0	1.0003	382.2	-0.02	0.001	0	0.0519	11.2	239.89	0.023	5	90.5191	21569.9
37455	-0.07	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9451	-27.13	-0.05	-0.008	0	1.0003	382.2	-0.01	0.001	0	0.0519	11.2	239.91	0.023	5	90.5191	21569.9
37460	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9455	-27.13	-0.05	-0.007	0	1.0003	382.2	-0.01	0.001	0	0.0519	11.2	239.76	0.023	5	90.5191	21569.9
37465	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.277	-3.6	-1.9459	-27.14	-0.05	-0.008	0	1.0003	382.2	-0.02	0.001	0	0.0519	11.2	239.86	0.023	5	90.5191	21570
37470	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9463	-27.14	-0.04	-0.008	0	1.0003	382.2	-0.02	0.001	0	0.0519	11.2	239.94	0.023	5	90.5192	21570
37475	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9467	-27.15	-0.04	-0.007	0	1.0003	382.2	-0.02	0.001	0	0.0519	11.2	239.93	0.023	5	90.5192	21570
37480	-0.06	-0.04	0	-52.405	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.285	-3.7	-1.9471	-27.15	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	239.79	0.023	5	90.5192	21570
37485	-0.05	-0.04	0	-52.405	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.9475	-27.16	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	239.78	0.023	5	90.5193	21570
37490	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9479	-27.16	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	240.1	0.023	5	90.5193	21570
37495	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9482	-27.17	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	239.85	0.023	5	90.5193	21570
37500	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9486	-27.17	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	240.07	0.023	5	90.5194	21570
37505	-0.06	-0.04	0	-52.405	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.949	-27.18	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	240.21	0.023	5	90.5194	21570
37510	-0.07	-0.04	0	-52.405	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.9494	-27.19	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	240.19	0.023	5	90.5194	21570
37515	-0.06	-0.04	0	-52.405	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.272	-3.5	-1.9498	-27.19	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	240.03	0.023	5	90.5195	21570
37520	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9502	-27.2	-0.04	-0.007	0	1.0002	382.2	-0.02	0.001	0	0.0519	11.2	240.17	0.023	5	90.5195	21570
37525	-0.07	-0.04	0	-52.405	-19465	12.957	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9506	-27.2	-0.04	-0.008	0	1.0001	382.2	-0.01	0.001	0	0.0519	11.2	240.32	0.023	5	90.5195	21570
37530	-0.06	-0.03	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.951	-27.21	-0.04	-0.008	0	1.0001	382.2	-0.02	0.001	0	0.0519	11.2	240.22	0.023	5	90.5196	21570
37535	-0.06	-0.04	0	-52.405	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9514	-27.21	-0.04	-0.008	0	1.0001	382.2	-0.01	0.001	0	0.0519	11.2	240.21	0.023	5	90.5196	21570
37540	-0.06	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9518	-27.22	-0.04	-0.008	0	1.0001	382.2	-0.02	0.001	0	0.0519	11.2	240.28	0.023	5	90.5196	21570.1
37545	-0.07	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9522	-27.22	-0.04	-0.008	0	1.0001	382.2	-0.01	0.001	0	0.0519	11.2	240.2	0.023	5	90.5197	21570.1
37550	-0.06	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9526	-27.23	-0.04	-0.008	0	1.0001	382.2	-0.02	0.001	0	0.0519	11.2	240.06	0.023	5	90.5197	21570.1
